"time","s","e","a","p","sym","sev","r","d"
0.0,4500,500,0,0,0,0,0,0
0.5,4500,500,0,0,0,0,0,0
1.0,4500,391,65,44,0,0,0,0
1.5,4472,419,65,44,0,0,0,0
2.0,4439,339,103,87,17,0,15,0
2.5,4398,374,106,90,17,0,15,0
3.0,4327,369,126,105,35,0,38,0
3.5,4283,394,133,116,35,0,39,0
4.0,4205,385,168,126,47,5,64,0
4.5,4158,411,175,130,54,5,67,0
5.0,4057,429,180,138,70,14,112,0
5.5,4021,434,190,152,72,15,116,0
6.0,3948,420,185,173,82,20,169,3
6.5,3897,435,197,179,88,22,179,3
7.0,3835,405,218,172,110,31,223,6
7.5,3758,446,230,178,113,35,234,6
8.0,3641,463,228,193,117,44,304,10
8.5,3576,491,234,196,122,45,325,11
9.0,3471,513,217,201,140,55,385,18
9.5,3393,535,231,217,148,56,401,19
10.0,3301,559,214,206,164,65,464,27
10.5,3246,559,224,218,171,71,482,29
11.0,3151,575,216,209,196,81,533,39
11.5,3088,573,226,226,203,79,559,46
12.0,2994,566,237,241,200,77,622,63
12.5,2956,535,251,245,214,86,650,63
13.0,2906,492,262,261,205,89,701,84
13.5,2855,483,269,258,223,91,734,87
14.0,2786,456,252,277,215,110,808,96
14.5,2721,470,254,275,219,118,843,100
15.0,2627,477,266,255,235,122,902,116
15.5,2569,478,263,254,248,123,940,125
16.0,2498,467,263,260,235,129,1008,140
16.5,2451,446,268,264,239,133,1052,147
17.0,2370,451,260,253,248,134,1126,158
17.5,2327,441,258,254,237,146,1172,165
18.0,2262,420,250,246,246,142,1245,189
18.5,2219,413,249,236,254,145,1287,197
19.0,2148,412,249,208,256,155,1351,221
19.5,2124,389,231,212,247,154,1407,236
20.0,2082,361,232,206,237,154,1471,257
20.5,2051,361,219,195,243,152,1510,269
21.0,2008,338,213,184,237,159,1576,285
21.5,1975,325,206,191,227,166,1615,295
22.0,1921,315,202,183,225,155,1680,319
22.5,1886,310,202,181,227,152,1710,332
23.0,1847,303,188,179,214,151,1770,348
23.5,1825,285,187,183,209,151,1801,359
24.0,1786,264,173,191,196,140,1866,384
24.5,1765,254,164,176,208,134,1904,395
25.0,1726,240,165,170,203,145,1947,404
25.5,1708,226,171,163,196,154,1972,410
26.0,1680,210,168,153,186,154,2019,430
26.5,1670,201,159,140,179,159,2051,441
27.0,1645,187,152,132,173,157,2095,459
27.5,1631,181,144,125,168,153,2127,471
28.0,1608,163,141,129,155,142,2168,494
28.5,1594,151,140,126,148,139,2195,507
29.0,1571,139,125,118,156,124,2240,527
29.5,1558,132,123,114,145,120,2267,541
30.0,1528,126,119,108,143,120,2302,554
30.5,1513,131,107,102,140,110,2327,570
31.0,1492,129,100,84,145,106,2359,585
31.5,1472,136,91,80,141,105,2380,595
32.0,1458,127,86,78,138,97,2403,613
32.5,1446,124,85,79,130,94,2421,621
33.0,1431,112,77,72,123,101,2451,633
33.5,1418,113,76,70,117,100,2466,640
34.0,1404,104,79,62,103,104,2493,651
34.5,1400,96,72,60,108,96,2508,660
35.0,1389,97,64,57,86,94,2536,677
35.5,1383,85,70,60,74,101,2546,681
36.0,1368,80,62,59,69,94,2572,696
36.5,1361,77,60,55,72,93,2583,699
37.0,1353,73,51,55,65,81,2606,716
37.5,1338,83,49,49,66,76,2613,726
38.0,1327,81,43,51,67,62,2629,740
38.5,1325,67,43,54,65,59,2639,748
39.0,1320,62,42,48,68,58,2648,754
39.5,1319,58,36,46,67,53,2660,761
40.0,1309,51,41,44,60,50,2673,772
40.5,1307,43,42,44,61,45,2679,779
41.0,1302,35,36,45,54,46,2695,787
41.5,1298,34,31,44,50,51,2703,789
42.0,1290,35,26,38,54,40,2716,801
42.5,1284,35,25,36,52,41,2725,802
43.0,1278,36,24,33,48,43,2732,806
43.5,1277,34,24,28,49,40,2736,812
44.0,1273,29,28,28,47,38,2740,817
44.5,1271,29,24,27,43,39,2749,818
45.0,1265,27,24,21,45,39,2757,822
45.5,1264,24,22,19,43,42,2760,826
46.0,1263,18,20,20,37,42,2767,833
46.5,1262,18,17,19,34,40,2775,835
47.0,1260,20,13,13,32,41,2782,839
47.5,1256,20,13,16,27,38,2789,841
48.0,1253,17,18,15,22,37,2791,847
48.5,1248,19,19,14,19,35,2793,853
49.0,1246,19,14,13,18,34,2800,856
49.5,1243,20,14,9,20,31,2803,860
50.0,1240,20,10,11,16,32,2809,862
50.5,1239,15,12,13,14,27,2812,868
51.0,1233,20,11,11,15,23,2815,872
51.5,1231,22,11,11,13,24,2816,872
52.0,1231,17,11,12,13,22,2819,875
52.5,1230,17,10,10,15,19,2821,878
53.0,1229,16,8,8,17,13,2825,884
53.5,1228,14,10,6,17,13,2826,886
54.0,1228,11,8,9,12,14,2830,888
54.5,1227,11,6,9,11,14,2833,889
55.0,1225,11,5,10,11,13,2835,890
55.5,1225,10,5,9,11,13,2836,891
56.0,1225,7,6,10,11,10,2837,894
56.5,1225,4,4,12,10,10,2841,894
57.0,1225,2,6,12,8,10,2843,894
57.5,1225,2,5,11,9,8,2844,896
58.0,1225,2,5,9,10,7,2844,898
58.5,1225,1,5,9,10,8,2844,898
59.0,1224,2,4,8,10,7,2846,899
59.5,1222,4,4,7,11,5,2847,900
60.0,1222,4,4,6,10,6,2847,901
60.5,1222,3,2,7,7,8,2849,902
61.0,1222,3,2,6,6,9,2850,902
61.5,1221,4,2,4,7,8,2850,904
62.0,1221,4,1,2,8,7,2852,905
62.5,1221,4,1,1,9,6,2852,906
63.0,1221,4,1,0,10,6,2852,906
63.5,1220,5,1,0,9,6,2853,906
64.0,1220,4,0,1,8,4,2856,907
64.5,1220,4,0,1,7,5,2856,907
65.0,1220,4,0,1,5,5,2858,907
65.5,1220,3,1,1,3,5,2859,908
66.0,1220,3,1,1,2,5,2859,909
66.5,1220,3,0,1,1,4,2861,910
67.0,1220,3,0,0,2,4,2861,910
67.5,1220,2,1,0,2,3,2862,910
68.0,1220,2,1,0,1,4,2862,910
68.5,1220,1,2,0,1,4,2862,910
69.0,1219,2,2,0,0,3,2864,910
69.5,1218,3,2,0,0,3,2864,910
70.0,1218,3,2,0,0,3,2864,910
70.5,1218,3,2,0,0,3,2864,910
71.0,1218,3,2,0,0,3,2864,910
71.5,1218,1,1,2,0,2,2866,910
72.0,1218,1,1,2,0,0,2866,912
72.5,1218,1,1,1,1,0,2866,912
73.0,1218,1,1,1,1,0,2866,912
73.5,1218,1,1,1,1,0,2866,912
74.0,1218,1,1,1,1,0,2866,912
74.5,1218,1,0,0,1,1,2867,912
75.0,1218,1,0,0,1,1,2867,912
75.5,1218,1,0,0,1,1,2867,912
76.0,1218,0,0,1,1,1,2867,912
76.5,1218,0,0,1,1,1,2867,912
77.0,1218,0,0,0,2,1,2867,912
77.5,1218,0,0,0,2,1,2867,912
78.0,1218,0,0,0,2,1,2867,912
78.5,1218,0,0,0,1,1,2868,912
79.0,1218,0,0,0,1,1,2868,912
79.5,1218,0,0,0,1,1,2868,912
80.0,1218,0,0,0,1,1,2868,912
80.5,1218,0,0,0,1,1,2868,912
81.0,1218,0,0,0,1,1,2868,912
81.5,1218,0,0,0,1,0,2869,912
82.0,1218,0,0,0,1,0,2869,912
82.5,1218,0,0,0,1,0,2869,912
83.0,1218,0,0,0,1,0,2869,912
83.5,1218,0,0,0,1,0,2869,912
84.0,1218,0,0,0,0,0,2870,912
