"time","s","e","a","p","sym","sev","r","d"
0.0,4500,500,0,0,0,0,0,0
0.5,4500,500,0,0,0,0,0,0
1.0,4500,374,54,72,0,0,0,0
1.5,4475,399,54,72,0,0,0,0
2.0,4433,343,94,105,17,0,8,0
2.5,4390,383,96,106,17,0,8,0
3.0,4329,357,127,117,37,4,29,0
3.5,4283,389,136,122,37,4,29,0
4.0,4214,389,136,134,52,12,63,0
4.5,4160,417,144,149,53,12,65,0
5.0,4065,432,148,169,66,23,96,1
5.5,4021,447,157,177,71,23,103,1
6.0,3961,431,155,187,91,28,145,2
6.5,3928,419,172,205,96,28,150,2
7.0,3865,388,191,206,112,40,192,6
7.5,3785,435,195,214,121,41,203,6
8.0,3658,471,217,208,136,49,248,13
8.5,3591,490,226,221,143,52,264,13
9.0,3481,519,206,229,154,56,331,24
9.5,3407,540,224,235,168,59,342,25
10.0,3295,560,220,231,183,64,410,37
10.5,3222,579,223,250,186,68,433,39
11.0,3119,582,234,252,183,78,499,53
11.5,3059,570,258,264,193,79,520,57
12.0,2968,553,286,262,200,84,578,69
12.5,2921,541,292,265,209,94,607,71
13.0,2836,528,290,277,206,95,674,94
13.5,2785,512,302,269,222,92,717,101
14.0,2707,493,302,284,218,98,784,114
14.5,2647,492,289,277,242,104,833,116
15.0,2552,512,273,255,261,107,910,130
15.5,2505,507,267,263,264,112,949,133
16.0,2452,476,259,269,254,117,1022,151
16.5,2418,454,264,269,251,133,1056,155
17.0,2350,430,271,255,271,135,1115,173
17.5,2297,435,264,242,275,149,1158,180
18.0,2239,419,252,222,273,153,1236,206
18.5,2208,393,260,217,269,169,1268,216
19.0,2142,383,255,208,271,170,1331,240
19.5,2116,374,238,200,272,167,1381,252
20.0,2060,352,225,205,262,175,1448,273
20.5,2025,339,220,212,253,176,1489,286
21.0,1982,311,218,211,245,187,1542,304
21.5,1952,300,203,208,248,181,1584,324
22.0,1905,290,195,214,234,190,1632,340
22.5,1879,287,186,208,228,188,1670,354
23.0,1840,277,174,193,225,192,1723,376
23.5,1809,282,167,180,220,190,1759,393
24.0,1768,265,161,177,209,183,1817,420
24.5,1743,258,164,175,202,185,1841,432
25.0,1711,248,149,160,205,175,1894,458
25.5,1692,230,155,160,194,166,1928,475
26.0,1657,226,152,151,176,165,1975,498
26.5,1644,212,148,140,171,157,2010,518
27.0,1615,202,133,130,176,137,2060,547
27.5,1605,189,119,124,180,136,2093,554
28.0,1578,168,128,120,179,135,2118,574
28.5,1566,158,125,125,173,133,2138,582
29.0,1544,146,127,112,168,120,2174,609
29.5,1536,132,132,107,161,123,2192,617
30.0,1502,143,131,97,141,135,2219,632
30.5,1487,147,118,95,131,133,2248,641
31.0,1469,129,113,94,123,133,2281,658
31.5,1456,125,111,88,124,131,2295,670
32.0,1439,125,102,77,117,117,2332,691
32.5,1430,117,97,76,114,111,2354,701
33.0,1417,109,87,69,111,103,2390,714
33.5,1409,105,89,60,108,105,2404,720
34.0,1396,87,80,63,95,104,2440,735
34.5,1384,95,73,61,89,105,2453,740
35.0,1373,90,67,58,83,93,2473,763
35.5,1367,84,66,56,79,84,2490,774
36.0,1346,85,63,54,78,77,2511,786
36.5,1337,82,62,56,72,80,2518,793
37.0,1323,78,60,53,78,70,2534,804
37.5,1320,76,58,50,75,66,2544,811
38.0,1313,68,61,43,68,71,2557,819
38.5,1304,70,58,42,68,66,2565,827
39.0,1298,66,48,39,58,65,2590,836
39.5,1291,66,44,36,60,57,2602,844
40.0,1289,63,35,32,62,53,2616,850
40.5,1285,63,33,30,55,56,2626,852
41.0,1276,64,28,29,50,55,2641,857
41.5,1272,61,28,30,50,49,2648,862
42.0,1269,53,30,27,48,43,2662,868
42.5,1268,44,31,31,45,39,2669,873
43.0,1261,46,24,30,40,34,2683,882
43.5,1259,42,25,28,41,31,2687,887
44.0,1255,32,28,29,33,32,2698,893
44.5,1249,36,27,27,32,31,2704,894
45.0,1246,34,27,24,33,26,2712,898
45.5,1244,31,30,19,36,27,2714,899
46.0,1238,26,35,19,33,27,2719,903
46.5,1234,27,33,15,35,29,2723,904
47.0,1232,26,28,9,37,27,2734,907
47.5,1230,23,24,13,31,29,2740,910
48.0,1229,19,22,14,31,28,2744,913
48.5,1224,22,20,14,29,26,2748,917
49.0,1224,15,18,17,26,25,2754,921
49.5,1222,14,16,15,28,23,2757,925
50.0,1222,13,13,13,24,22,2762,931
50.5,1221,10,14,14,22,23,2763,933
51.0,1218,13,10,12,20,23,2768,936
51.5,1218,9,10,13,18,22,2770,940
52.0,1215,9,9,14,16,20,2775,942
52.5,1215,6,8,14,14,23,2778,942
53.0,1213,4,6,15,13,21,2783,945
53.5,1210,7,3,14,11,17,2788,950
54.0,1209,6,3,14,8,16,2791,953
54.5,1209,4,5,13,7,17,2791,954
55.0,1209,3,5,14,6,16,2791,956
55.5,1209,3,3,11,8,12,2794,960
56.0,1208,3,3,9,10,10,2795,962
56.5,1207,4,2,8,10,9,2797,963
57.0,1207,4,2,6,9,8,2799,965
57.5,1207,4,2,5,9,7,2800,966
58.0,1205,5,1,5,9,8,2801,966
58.5,1205,4,1,6,6,9,2802,967
59.0,1204,5,1,5,3,9,2806,967
59.5,1204,4,1,5,3,8,2806,969
60.0,1203,4,1,4,4,7,2808,969
60.5,1202,5,1,4,4,6,2808,970
61.0,1202,4,1,4,4,5,2808,972
61.5,1202,4,1,3,4,5,2809,972
62.0,1202,4,1,3,3,6,2809,972
62.5,1202,3,2,3,2,7,2809,972
63.0,1202,1,2,3,3,6,2810,973
63.5,1202,1,2,2,4,6,2810,973
64.0,1202,0,3,2,3,7,2810,973
64.5,1202,0,3,2,2,7,2811,973
65.0,1202,0,3,2,2,6,2811,974
65.5,1202,0,3,2,2,6,2811,974
66.0,1202,0,2,2,2,6,2812,974
66.5,1200,2,2,2,2,5,2813,974
67.0,1199,3,2,2,1,5,2814,974
67.5,1199,3,2,2,1,5,2814,974
68.0,1199,3,2,2,1,5,2814,974
68.5,1199,3,1,2,1,5,2815,974
69.0,1199,3,0,1,2,4,2816,975
69.5,1199,1,1,2,2,2,2818,975
70.0,1199,0,1,3,2,1,2818,976
70.5,1199,0,0,3,1,2,2819,976
71.0,1199,0,0,2,2,1,2820,976
71.5,1198,1,0,2,2,1,2820,976
72.0,1198,1,0,2,2,1,2820,976
72.5,1198,1,0,2,2,0,2820,977
73.0,1198,1,0,2,1,1,2820,977
73.5,1198,1,0,2,1,1,2820,977
74.0,1198,1,0,1,2,0,2820,978
74.5,1198,1,0,0,3,0,2820,978
75.0,1198,1,0,0,3,0,2820,978
75.5,1198,1,0,0,2,0,2821,978
76.0,1198,1,0,0,0,2,2821,978
76.5,1198,1,0,0,0,2,2821,978
77.0,1198,1,0,0,0,2,2821,978
77.5,1198,1,0,0,0,2,2821,978
78.0,1198,1,0,0,0,2,2821,978
78.5,1198,0,1,0,0,2,2821,978
79.0,1198,0,1,0,0,1,2822,978
79.5,1198,0,1,0,0,1,2822,978
80.0,1198,0,1,0,0,1,2822,978
80.5,1198,0,0,0,0,1,2823,978
81.0,1198,0,0,0,0,1,2823,978
81.5,1198,0,0,0,0,1,2823,978
82.0,1198,0,0,0,0,1,2823,978
82.5,1198,0,0,0,0,1,2823,978
83.0,1198,0,0,0,0,1,2823,978
83.5,1198,0,0,0,0,1,2823,978
84.0,1198,0,0,0,0,0,2823,979
