"time","s","e","a","p","sym","sev","r","d"
0.0,4500,500,0,0,0,0,0,0
0.5,4500,500,0,0,0,0,0,0
1.0,4500,378,55,67,0,0,0,0
1.5,4467,411,55,67,0,0,0,0
2.0,4438,343,90,103,15,0,11,0
2.5,4388,387,93,106,15,0,11,0
3.0,4338,356,108,125,34,0,39,0
3.5,4281,395,116,132,35,0,41,0
4.0,4190,400,127,141,60,5,77,0
4.5,4134,433,139,147,63,5,79,0
5.0,4056,434,150,160,73,15,111,1
5.5,4006,450,163,173,72,16,119,1
6.0,3940,448,156,154,104,31,164,3
6.5,3898,450,170,166,109,33,171,3
7.0,3840,418,181,180,119,38,217,7
7.5,3786,424,183,190,131,37,240,9
8.0,3662,476,187,178,145,49,288,15
8.5,3590,493,206,194,148,52,301,16
9.0,3483,519,207,198,160,66,345,22
9.5,3432,514,215,204,177,69,365,24
10.0,3314,543,213,224,172,83,417,34
10.5,3237,577,214,229,175,92,441,35
11.0,3137,585,215,229,182,100,505,47
11.5,3078,583,212,243,195,103,537,49
12.0,2987,559,233,260,205,101,587,68
12.5,2945,530,243,272,217,107,616,70
13.0,2880,488,243,285,216,115,689,84
13.5,2835,482,249,283,228,119,715,89
14.0,2782,444,250,288,229,123,777,107
14.5,2715,467,235,282,237,131,819,114
15.0,2604,492,229,283,239,135,885,133
15.5,2568,473,230,286,235,140,923,145
16.0,2481,489,236,255,245,144,985,165
16.5,2429,479,245,255,244,154,1021,173
17.0,2369,446,254,250,245,156,1090,190
17.5,2317,443,269,242,259,158,1113,199
18.0,2248,424,274,242,255,154,1181,222
18.5,2199,423,279,237,258,156,1213,235
19.0,2139,411,263,227,263,158,1280,259
19.5,2107,390,264,231,253,168,1321,266
20.0,2067,361,248,226,251,176,1387,284
20.5,2035,345,231,225,253,172,1442,297
21.0,1986,340,215,212,250,171,1505,321
21.5,1943,349,201,202,252,164,1556,333
22.0,1893,339,191,204,239,160,1611,363
22.5,1875,313,188,196,238,167,1651,372
23.0,1825,311,182,179,240,161,1704,398
23.5,1794,306,174,182,238,156,1738,412
24.0,1748,291,179,182,228,153,1788,431
24.5,1732,268,175,182,225,150,1822,446
25.0,1692,260,168,180,214,144,1873,469
25.5,1674,255,156,180,200,148,1905,482
26.0,1647,232,157,181,190,150,1946,497
26.5,1629,226,154,169,187,146,1975,514
27.0,1604,202,149,154,184,148,2024,535
27.5,1589,191,150,149,184,144,2046,547
28.0,1569,180,138,138,188,133,2084,570
28.5,1559,169,136,130,175,132,2115,584
29.0,1540,162,123,126,162,133,2154,600
29.5,1525,158,114,127,154,137,2172,613
30.0,1506,151,94,122,145,141,2215,626
30.5,1493,151,88,109,147,134,2237,641
31.0,1477,133,95,93,147,122,2271,662
31.5,1462,137,90,87,149,113,2286,676
32.0,1441,137,71,82,143,102,2327,697
32.5,1428,135,69,79,137,102,2347,703
33.0,1414,122,66,78,123,101,2376,720
33.5,1402,117,71,75,121,100,2386,728
34.0,1386,115,70,77,103,100,2413,736
34.5,1384,102,67,73,106,92,2430,746
35.0,1367,104,61,62,110,82,2454,760
35.5,1361,99,59,64,101,80,2467,769
36.0,1350,92,61,55,98,79,2485,780
36.5,1342,93,57,50,94,80,2501,783
37.0,1324,96,53,42,89,79,2524,793
37.5,1320,87,50,49,83,78,2537,796
38.0,1313,76,51,51,78,74,2551,806
38.5,1306,74,50,48,74,76,2560,812
39.0,1300,58,55,50,66,74,2574,823
39.5,1296,51,55,50,57,76,2584,831
40.0,1282,53,51,43,54,79,2601,837
40.5,1275,59,47,36,57,76,2608,842
41.0,1267,58,42,32,56,73,2622,850
41.5,1265,54,40,32,54,67,2629,859
42.0,1265,40,37,38,44,58,2648,870
42.5,1258,44,36,34,42,55,2655,876
43.0,1255,37,30,30,43,46,2670,889
43.5,1254,28,32,34,36,46,2677,893
44.0,1251,26,29,29,32,48,2687,898
44.5,1246,28,24,28,29,48,2698,899
45.0,1242,28,24,24,27,43,2706,906
45.5,1239,27,23,24,28,37,2711,911
46.0,1239,24,16,21,28,30,2723,919
46.5,1239,19,17,19,31,27,2728,920
47.0,1236,18,12,22,28,25,2734,925
47.5,1234,18,12,21,26,21,2737,931
48.0,1233,16,12,19,25,22,2740,933
48.5,1231,16,12,14,31,18,2742,936
49.0,1229,15,11,14,25,17,2747,942
49.5,1228,12,13,14,24,18,2749,942
50.0,1226,12,14,12,26,14,2749,947
50.5,1224,11,10,12,27,15,2754,947
51.0,1221,10,9,14,23,12,2758,953
51.5,1220,9,10,14,23,13,2758,953
52.0,1219,7,9,15,23,9,2762,956
52.5,1217,8,8,12,23,11,2764,957
53.0,1216,8,8,9,26,10,2765,958
53.5,1216,7,7,9,22,9,2770,960
54.0,1214,7,6,8,23,8,2772,962
54.5,1213,8,6,5,22,8,2772,966
55.0,1213,7,7,5,18,10,2774,966
55.5,1213,7,7,5,15,12,2774,967
56.0,1213,5,7,4,15,14,2774,968
56.5,1212,4,8,4,14,12,2776,970
57.0,1211,5,8,4,9,14,2778,971
57.5,1211,5,5,4,5,16,2782,972
58.0,1211,4,5,3,5,15,2785,972
58.5,1210,3,4,4,5,14,2787,973
59.0,1210,3,3,3,6,11,2788,976
59.5,1210,3,3,3,5,8,2789,979
60.0,1210,3,3,2,4,9,2789,980
60.5,1210,3,3,2,4,8,2789,981
61.0,1210,3,1,1,5,7,2791,982
61.5,1210,3,1,0,6,7,2791,982
62.0,1210,2,1,1,4,7,2791,984
62.5,1210,1,1,2,4,6,2791,985
63.0,1210,1,1,2,3,5,2792,986
63.5,1210,0,2,2,3,3,2793,987
64.0,1210,0,2,1,2,3,2794,988
64.5,1210,0,1,1,1,4,2795,988
65.0,1210,0,1,1,0,4,2795,989
65.5,1210,0,0,1,0,4,2796,989
66.0,1210,0,0,1,0,2,2796,991
66.5,1210,0,0,1,0,2,2796,991
67.0,1210,0,0,1,0,1,2796,992
67.5,1210,0,0,1,0,1,2796,992
68.0,1210,0,0,1,0,1,2796,992
68.5,1210,0,0,1,0,1,2796,992
69.0,1210,0,0,1,0,1,2796,992
69.5,1210,0,0,0,1,1,2796,992
70.0,1210,0,0,0,1,1,2796,992
70.5,1210,0,0,0,1,1,2796,992
71.0,1210,0,0,0,1,1,2796,992
71.5,1210,0,0,0,1,0,2797,992
72.0,1210,0,0,0,1,0,2797,992
72.5,1210,0,0,0,1,0,2797,992
73.0,1210,0,0,0,1,0,2797,992
73.5,1210,0,0,0,1,0,2797,992
74.0,1210,0,0,0,1,0,2797,992
74.5,1210,0,0,0,1,0,2797,992
75.0,1210,0,0,0,1,0,2797,992
75.5,1210,0,0,0,1,0,2797,992
76.0,1210,0,0,0,1,0,2797,992
76.5,1210,0,0,0,0,0,2798,992
