"time","newInfectors","newInfections","r","sevenDayAverageR"
0,500,832,1.664,1.664
2,22,44,2.0,1.8319999999999999
3,34,62,1.8235294117647058,1.8291764705882352
4,44,75,1.7045454545454546,1.7980187165775399
5,60,67,1.1166666666666667,1.6617483065953653
6,45,50,1.1111111111111112,1.5699754406813229
7,90,127,1.4111111111111112,1.547280536457007
8,56,69,1.2321428571428572,1.4855866589059867
9,72,82,1.1388888888888888,1.3625707858901137
10,33,33,1.0,1.2449237270665843
11,69,57,0.8260869565217391,1.119429655920339
12,52,49,0.9423076923076923,1.094521231011914
13,61,46,0.7540983606557377,1.0435194095182891
14,83,86,1.036144578313253,0.989952761975738
15,111,114,1.027027027027027,0.9606505005306195
16,76,77,1.013157894736842,0.9426889299374699
17,111,96,0.8648648648648649,0.9233839106324506
18,47,51,1.0851063829787233,0.9603866858405912
19,113,74,0.6548672566371682,0.9193237664590876
20,51,45,0.8823529411764706,0.9376458493906209
21,96,78,0.8125,0.905696623917299
22,79,82,1.0379746835443038,0.9072605748483386
23,109,87,0.7981651376146789,0.8765473238308866
24,41,22,0.5365853658536586,0.8296502525435715
25,54,20,0.37037037037037035,0.7275451078852353
26,47,32,0.6808510638297872,0.7312570803413239
27,79,41,0.5189873417721519,0.6793477089978498
28,61,44,0.7213114754098361,0.6663207769135406
29,83,43,0.5180722891566265,0.5920490062867296
30,45,31,0.6888888888888889,0.5764381136116168
31,80,46,0.575,0.5819259184896656
32,52,30,0.5769230769230769,0.611433447997195
33,75,44,0.5866666666666667,0.5979785341167493
34,43,32,0.7441860465116279,0.63014977765096
35,64,33,0.515625,0.6007659954495549
36,35,23,0.6571428571428571,0.6206332194475879
37,71,31,0.43661971830985913,0.5845947665077265
38,33,15,0.45454545454545453,0.5673869742999341
39,44,18,0.4090909090909091,0.5434109503239102
40,33,19,0.5757575757575758,0.5418525087654686
41,44,15,0.3409090909090909,0.48424151510796337
42,32,12,0.375,0.4641522293936777
43,67,27,0.40298507462686567,0.427843974748536
44,28,19,0.6785714285714286,0.4624085047859032
45,42,31,0.7380952380952381,0.5029156167215866
46,19,8,0.42105263157894735,0.5046244342198777
47,36,18,0.5,0.4938019233973669
48,18,5,0.2777777777777778,0.48478316437860786
49,37,13,0.35135135135135137,0.48140478600022946
50,19,9,0.47368421052631576,0.4915046625572938
51,26,9,0.34615384615384615,0.4440164364976392
52,22,7,0.3181818181818182,0.3840288050814364
53,25,6,0.24,0.3581641434273011
54,19,10,0.5263157894736842,0.36192354192354165
55,26,14,0.5384615384615384,0.39916407916407887
56,11,3,0.2727272727272727,0.3879320679320677
57,28,10,0.35714285714285715,0.3712833031630022
58,11,9,0.8181818181818182,0.4387158705955696
59,20,10,0.5,0.46468989656959553
60,15,11,0.7333333333333333,0.535166087045786
61,19,9,0.47368421052631576,0.5276472900533049
62,6,2,0.3333333333333333,0.4983432607492756
63,18,7,0.3888888888888889,0.5149377773437921
64,12,4,0.3333333333333333,0.5115364167995745
65,11,5,0.45454545454545453,0.45958836485152244
66,5,1,0.2,0.4167312219943796
67,14,3,0.21428571428571427,0.34258156213043406
68,6,2,0.3333333333333333,0.32253143681715085
69,7,2,0.2857142857142857,0.3157287157287154
70,9,5,0.5555555555555556,0.3395382395382392
71,4,2,0.5,0.363347763347763
72,4,5,1.25,0.4769841269841266
73,9,1,0.1111111111111111,0.4642857142857139
74,4,0,0.0,0.4336734693877547
75,10,2,0.2,0.41462585034013566
76,7,4,0.5714285714285714,0.45544217687074795
77,10,3,0.3,0.41893424036281146
78,4,1,0.25,0.3832199546485257
79,6,5,0.8333333333333334,0.32369614512471623
80,3,1,0.3333333333333333,0.355442176870748
81,8,6,0.75,0.4625850340136051
82,2,1,0.5,0.505442176870748
83,1,0,0.0,0.42380952380952347
84,8,4,0.5,0.45238095238095205
85,2,0,0.0,0.41666666666666635
86,2,0,0.0,0.2976190476190473
87,5,3,0.6,0.33571428571428535
88,1,2,2.0,0.514285714285714
89,4,2,0.5,0.514285714285714
90,2,0,0.0,0.514285714285714
92,1,2,2.0,0.7285714285714283
93,4,1,0.25,0.764285714285714
94,3,2,0.6666666666666666,0.8595238095238092
95,2,2,1.0,0.9166666666666664
96,3,3,1.0,0.7738095238095236
97,4,2,0.5,0.7738095238095236
98,5,1,0.2,0.8023809523809522
99,3,2,0.6666666666666666,0.6119047619047617
100,2,2,1.0,0.7190476190476189
102,1,0,0.0,0.6238095238095236
103,4,0,0.0,0.48095238095238074
104,2,1,0.5,0.40952380952380935
106,3,2,0.6666666666666666,0.4333333333333331
107,3,2,0.6666666666666666,0.4999999999999997
108,2,0,0.0,0.40476190476190455
109,1,0,0.0,0.2619047619047617
110,1,0,0.0,0.2619047619047617
111,3,0,0.0,0.2619047619047617
113,2,0,0.0,0.19047619047619024
114,1,2,2.0,0.38095238095238076
118,1,0,0.0,0.28571428571428553
119,2,0,0.0,0.28571428571428553
121,1,1,1.0,0.4285714285714284
125,1,0,0.0,0.4285714285714284
127,1,2,2.0,0.7142857142857141
129,1,1,1.0,0.8571428571428569
137,1,0,0.0,0.5714285714285712
138,1,0,0.0,0.5714285714285712
140,1,0,0.0,0.5714285714285712
141,1,1,1.0,0.5714285714285712
159,1,1,1.0,0.7142857142857141
176,1,0,0.0,0.4285714285714283
