"time","newInfectors","newInfections","r","sevenDayAverageR"
0,500,813,1.626,1.626
2,24,33,1.375,1.5005
3,36,60,1.6666666666666667,1.5558888888888889
4,36,52,1.4444444444444444,1.5280277777777778
5,58,80,1.3793103448275863,1.4982842911877394
6,32,36,1.125,1.4360702426564496
7,82,110,1.3414634146341464,1.4225549815104064
8,51,69,1.3529411764705883,1.383546578149062
9,86,140,1.627906976744186,1.4196761462553742
10,40,41,1.025,1.3280094795887076
11,54,46,0.8518518518518519,1.2433533949326228
12,38,33,0.868421052631579,1.1703692103331933
13,65,49,0.7538461538461538,1.1173472323112155
14,94,103,1.0957446808510638,1.0822445560564893
15,97,78,0.8041237113402062,1.0038420610378633
16,72,61,0.8472222222222222,0.8923156675347256
17,96,80,0.8333333333333334,0.8649347151537733
18,60,52,0.8666666666666667,0.8670511172701755
19,111,106,0.954954954954955,0.879413103316372
20,62,56,0.9032258064516129,0.9007530536885805
21,127,100,0.7874015748031497,0.8567040385388786
22,61,48,0.7868852459016393,0.8542414006190834
23,93,75,0.8064516129032258,0.8484170278592267
24,44,30,0.6818181818181818,0.8267720062142051
25,67,29,0.43283582089552236,0.7647961711040416
26,47,34,0.723404255319149,0.731717499727498
27,73,42,0.5753424657534246,0.6848770224848996
28,54,30,0.5555555555555556,0.6517561625923861
29,92,61,0.6630434782608695,0.6340644815008475
30,61,47,0.7704918032786885,0.6289273658401993
31,78,49,0.6282051282051282,0.6212683581811917
32,40,20,0.5,0.6308632409104028
33,72,47,0.6527777777777778,0.6207737441187783
34,53,29,0.5471698113207547,0.6167490791998256
35,51,27,0.5294117647058824,0.6130142519355866
36,53,22,0.41509433962264153,0.5775929464158398
37,64,51,0.796875,0.5813619745188843
38,20,11,0.55,0.570189813346723
39,42,20,0.47619047619047616,0.5667884528025053
40,27,10,0.37037037037037035,0.52644453745859
41,56,13,0.23214285714285715,0.48144068686174746
42,26,16,0.6153846153846154,0.49372252267299505
43,56,38,0.6785714285714286,0.5313621068085361
44,31,14,0.45161290322580644,0.48203895012650844
45,42,24,0.5714285714285714,0.48510017461630434
46,20,11,0.55,0.49564439230337914
47,47,20,0.425531914893617,0.5035246129495573
48,18,8,0.4444444444444444,0.5338534111354983
49,36,22,0.6111111111111112,0.5332429105249977
50,19,7,0.3684210526315789,0.48893571396216207
51,42,28,0.6666666666666666,0.5196576801679993
52,21,9,0.42857142857142855,0.4992495169026932
53,25,11,0.44,0.4835352311884074
54,15,6,0.4,0.4798878147750335
55,29,14,0.4827586206896552,0.4853612685243493
56,12,13,1.0833333333333333,0.5528215859846667
57,25,13,0.52,0.5744757213230126
58,16,8,0.5,0.5506661975134889
59,17,10,0.5882352941176471,0.5734753211629486
60,14,5,0.35714285714285715,0.561638586469071
61,22,4,0.18181818181818182,0.5304697553002399
62,21,20,0.9523809523809523,0.5975586598275681
63,15,4,0.26666666666666666,0.4808919931609014
64,11,4,0.36363636363636365,0.4585543308232391
65,25,4,0.16,0.40998290225181055
66,8,2,0.25,0.3616635745207181
67,13,2,0.15384615384615385,0.33262118833547477
68,11,4,0.36363636363636365,0.35859521430950075
69,10,7,0.7,0.3225407925407933
70,9,1,0.1111111111111111,0.30031857031857107
71,17,7,0.4117647058823529,0.3071940477822838
72,10,9,0.9,0.41290833349656947
73,5,1,0.2,0.40576547635371235
74,1,0,0.0,0.3837874543756904
75,8,3,0.375,0.38541083099906703
76,3,3,1.0,0.42826797385620985
77,9,7,0.7777777777777778,0.5235060690943051
78,5,4,0.8,0.5789682539682547
79,7,1,0.14285714285714285,0.4708049886621323
80,6,2,0.3333333333333333,0.4898526077097513
81,10,8,0.8,0.6041383219954656
82,2,0,0.0,0.550566893424037
83,3,0,0.0,0.4077097505668941
84,4,1,0.25,0.3323129251700688
85,10,3,0.3,0.26088435374149727
86,4,2,0.5,0.31190476190476263
87,5,3,0.6,0.3500000000000007
88,3,0,0.0,0.23571428571428643
89,3,1,0.3333333333333333,0.28333333333333405
90,2,2,1.0,0.4261904761904769
91,4,1,0.25,0.4261904761904769
92,2,0,0.0,0.3833333333333341
93,5,2,0.4,0.3690476190476198
95,5,1,0.2,0.31190476190476263
96,3,0,0.0,0.31190476190476263
97,2,1,0.5,0.3357142857142864
98,3,1,0.3333333333333333,0.2404761904761912
99,4,1,0.25,0.2404761904761912
100,1,0,0.0,0.2404761904761912
101,1,0,0.0,0.18333333333333407
102,2,1,0.5,0.22619047619047694
103,5,2,0.4,0.2833333333333341
104,1,0,0.0,0.21190476190476268
105,1,2,2.0,0.45000000000000073
106,1,2,2.0,0.7000000000000008
109,2,2,1.0,0.8428571428571436
112,1,0,0.0,0.8428571428571436
115,2,0,0.0,0.7714285714285722
116,1,0,0.0,0.7142857142857151
117,2,1,0.5,0.7857142857142865
118,1,0,0.0,0.5000000000000008
119,1,0,0.0,0.21428571428571505
122,1,1,1.0,0.21428571428571505
127,1,0,0.0,0.21428571428571505
128,1,0,0.0,0.21428571428571505
135,1,0,0.0,0.21428571428571505
140,1,0,0.0,0.14285714285714363
