"time","newInfectors","newInfections","r","sevenDayAverageR"
0,500,837,1.674,1.674
2,32,57,1.78125,1.727625
3,36,52,1.4444444444444444,1.6332314814814815
4,32,37,1.15625,1.513986111111111
5,64,74,1.15625,1.4424388888888888
6,56,91,1.625,1.4728657407407406
7,83,113,1.3614457831325302,1.4569486039395676
8,69,77,1.1159420289855073,1.377226036651783
9,95,105,1.105263157894737,1.2806564877796025
10,40,35,0.875,1.1993072814303962
11,58,47,0.8103448275862069,1.1498922567998542
12,40,29,0.725,1.0882851139427114
13,58,56,0.9655172413793104,0.9940732912826127
14,78,83,1.064102564102564,0.9515956885640461
15,101,95,0.9405940594059405,0.926545978624108
16,71,65,0.9154929577464789,0.8994359500314998
17,103,102,0.9902912621359223,0.9159061303366316
18,60,56,0.9333333333333333,0.9334759168719354
19,106,89,0.839622641509434,0.9498505799447118
20,68,36,0.5294117647058824,0.8875497975627935
21,88,76,0.8636363636363636,0.8589117689247648
22,79,64,0.810126582278481,0.8402735579065563
23,93,66,0.7096774193548387,0.8108713381363221
24,30,15,0.5,0.7408297292597616
25,66,51,0.7727272727272727,0.7178860063160386
26,29,13,0.4482758620689655,0.6619793235388288
27,58,34,0.5862068965517241,0.6700929138025205
28,60,35,0.5833333333333334,0.6300496237592305
29,104,63,0.6057692307692307,0.6008557164007662
30,58,47,0.8103448275862069,0.6152367747195331
31,81,46,0.5679012345679012,0.624936951086376
32,44,38,0.8636363636363636,0.637923964073389
33,58,38,0.6551724137931034,0.6674806143196944
34,49,24,0.4897959183673469,0.653707617436212
35,67,35,0.5223880597014925,0.6450011497745204
36,32,19,0.59375,0.6432841168074874
37,59,36,0.6101694915254238,0.6146876402273757
38,30,16,0.5333333333333333,0.6097493686224373
39,53,25,0.4716981132075472,0.5537581899897492
40,34,13,0.38235294117647056,0.5147839796159446
41,40,17,0.425,0.5055274198491807
42,28,18,0.6428571428571429,0.5227372888714165
43,47,21,0.44680851063829785,0.5017456475340305
44,30,10,0.3333333333333333,0.4621976249351604
45,45,23,0.5111111111111111,0.45902302176055726
46,18,4,0.2222222222222222,0.42338360876265374
47,43,31,0.7209302325581395,0.4717517932457493
48,25,10,0.4,0.4681803646743207
49,44,18,0.4090909090909091,0.43478518842200164
50,15,5,0.3333333333333333,0.4185744488070067
51,31,23,0.7419354838709677,0.4769461845980974
52,23,6,0.2608695652173913,0.44119739232756594
53,31,11,0.3548387096774194,0.46014260482116554
54,18,9,0.5,0.4285811430271456
55,23,14,0.6086956521739131,0.45839480762341894
56,11,5,0.45454545454545453,0.46488831411692544
57,17,10,0.5882352941176471,0.501302879943256
58,20,12,0.6,0.48102638224740335
59,21,18,0.8571428571428571,0.5662082810938984
60,13,4,0.3076923076923077,0.5594730808103111
61,16,7,0.4375,0.5505445093817397
62,9,2,0.2222222222222222,0.495334019388641
63,23,13,0.5652173913043478,0.5111442960684829
64,12,9,0.75,0.5342535397659618
65,20,0,0.0,0.44853925405167605
66,6,2,0.3333333333333333,0.37370932207888696
67,17,6,0.35294117647058826,0.3801734461900699
68,4,2,0.5,0.3891020176186413
69,13,6,0.46153846153846156,0.4232900518066755
70,7,7,1.0,0.48540185304891154
71,10,7,0.7,0.4782589959060544
72,8,2,0.25,0.5139732816203402
73,12,4,0.3333333333333333,0.5139732816203402
74,9,4,0.4444444444444444,0.5270451770451767
75,11,2,0.18181818181818182,0.48159063159063126
76,10,2,0.2,0.4442279942279939
77,12,6,0.5,0.3727994227994225
78,3,1,0.3333333333333333,0.3204184704184701
79,16,6,0.375,0.33827561327561295
80,4,0,0.0,0.29065656565656534
81,9,1,0.1111111111111111,0.24303751803751772
82,3,1,0.3333333333333333,0.26468253968253935
83,8,1,0.125,0.2539682539682536
84,3,3,1.0,0.3253968253968251
85,7,3,0.42857142857142855,0.3390022675736958
86,1,2,2.0,0.5711451247165529
87,7,3,0.42857142857142855,0.6323696145124712
89,3,3,1.0,0.7593537414965983
90,3,0,0.0,0.7117346938775507
91,5,1,0.2,0.7224489795918364
93,3,2,0.6666666666666666,0.6748299319727888
94,1,3,3.0,1.042176870748299
95,3,0,0.0,0.7564625850340133
96,1,0,0.0,0.6952380952380949
97,5,1,0.2,0.5809523809523807
98,1,0,0.0,0.5809523809523807
99,3,1,0.3333333333333333,0.5999999999999996
100,1,0,0.0,0.5047619047619044
101,2,1,0.5,0.14761904761904734
102,3,1,0.3333333333333333,0.19523809523809496
103,5,1,0.2,0.22380952380952351
105,3,2,0.6666666666666666,0.29047619047619017
107,2,0,0.0,0.29047619047619017
109,1,1,1.0,0.38571428571428534
112,1,1,1.0,0.5285714285714282
113,1,0,0.0,0.4571428571428568
115,1,0,0.0,0.4095238095238091
116,1,0,0.0,0.38095238095238054
117,1,0,0.0,0.2857142857142853
122,1,0,0.0,0.2857142857142853
124,1,0,0.0,0.1428571428571425
127,1,0,0.0,0.0
129,1,0,0.0,0.0
