"time","s","e","a","p","sym","sev","r","d"
0.0,4500,500,0,0,0,0,0,0
0.5,4500,500,0,0,0,0,0,0
1.0,4500,386,49,65,0,0,0,0
1.5,4468,418,49,65,0,0,0,0
2.0,4432,350,94,98,17,0,9,0
2.5,4400,374,99,101,17,0,9,0
3.0,4336,342,116,124,43,0,39,0
3.5,4280,383,124,130,44,0,39,0
4.0,4197,394,135,136,62,3,73,0
4.5,4128,440,144,145,64,3,76,0
5.0,4033,456,157,155,85,9,105,0
5.5,3993,457,174,166,88,10,112,0
6.0,3935,422,187,174,101,25,154,2
6.5,3895,422,198,191,102,25,164,3
7.0,3837,400,207,193,123,31,203,6
7.5,3759,441,204,204,133,31,222,6
8.0,3658,447,208,206,143,51,278,9
8.5,3587,468,221,226,145,55,289,9
9.0,3484,507,206,218,158,59,350,18
9.5,3424,510,222,224,177,60,365,18
10.0,3318,521,224,234,181,72,422,28
10.5,3250,537,227,237,201,74,445,29
11.0,3162,543,227,232,201,89,509,37
11.5,3083,564,235,247,208,92,533,38
12.0,2990,560,239,252,215,94,593,57
12.5,2960,521,243,268,219,105,626,58
13.0,2894,503,236,267,221,126,685,68
13.5,2865,467,242,266,240,125,720,75
14.0,2807,436,247,266,238,123,788,95
14.5,2747,448,247,248,249,134,828,99
15.0,2643,477,244,237,260,132,894,113
15.5,2585,479,245,233,263,143,934,118
16.0,2504,481,239,238,252,145,1001,140
16.5,2460,473,234,229,258,159,1040,147
17.0,2402,459,227,229,260,153,1105,165
17.5,2353,461,219,230,249,166,1146,176
18.0,2286,445,232,235,239,169,1200,194
18.5,2254,425,232,240,237,159,1244,209
19.0,2195,408,228,237,244,157,1305,226
19.5,2165,386,234,228,254,157,1338,238
20.0,2112,371,224,206,269,155,1401,262
20.5,2078,373,214,207,253,157,1440,278
21.0,2038,341,206,199,248,172,1504,292
21.5,2010,323,201,195,252,173,1539,307
22.0,1963,310,195,184,244,163,1606,335
22.5,1933,297,193,181,244,172,1637,343
23.0,1888,283,182,187,228,175,1695,362
23.5,1870,268,171,186,221,172,1732,380
24.0,1827,252,156,184,222,169,1785,405
24.5,1802,239,151,187,222,158,1819,422
25.0,1758,233,159,178,216,158,1855,443
25.5,1743,223,152,166,217,154,1887,458
26.0,1712,207,140,161,213,151,1939,477
26.5,1689,211,136,160,193,155,1970,486
27.0,1658,203,128,159,183,152,2011,506
27.5,1640,198,126,154,173,153,2035,521
28.0,1617,185,129,135,171,146,2069,548
28.5,1606,178,121,131,172,144,2091,557
29.0,1589,160,117,129,163,127,2132,583
29.5,1569,163,111,124,158,122,2154,599
30.0,1548,152,108,120,138,127,2187,620
30.5,1535,149,106,101,150,123,2208,628
31.0,1519,139,91,98,146,125,2244,638
31.5,1510,128,90,103,133,121,2270,645
32.0,1487,125,95,98,132,113,2285,665
32.5,1475,117,90,97,129,103,2310,679
33.0,1455,116,79,86,133,97,2339,695
33.5,1449,107,81,78,137,96,2349,703
34.0,1432,99,77,74,120,97,2381,720
34.5,1428,93,74,73,105,103,2396,728
35.0,1415,93,70,67,93,100,2422,740
35.5,1408,91,68,63,98,92,2433,747
36.0,1398,78,62,65,93,93,2452,759
36.5,1390,74,61,63,87,99,2464,762
37.0,1378,72,54,61,80,100,2482,773
37.5,1369,73,52,61,73,99,2496,777
38.0,1358,70,41,60,73,85,2525,788
38.5,1348,74,39,57,69,75,2538,800
39.0,1336,72,36,54,70,69,2553,810
39.5,1333,66,34,54,69,65,2562,817
40.0,1317,64,39,51,65,67,2575,822
40.5,1313,65,35,51,61,63,2584,828
41.0,1304,61,36,41,65,59,2595,839
41.5,1301,58,38,38,61,60,2603,841
42.0,1293,52,39,38,60,50,2614,854
42.5,1290,53,37,35,53,47,2624,861
43.0,1283,54,33,30,45,52,2638,865
43.5,1282,51,32,26,46,48,2645,870
44.0,1275,50,32,21,43,43,2657,879
44.5,1275,44,33,21,43,42,2661,881
45.0,1272,41,29,23,37,37,2672,889
45.5,1269,40,29,24,36,35,2677,890
46.0,1264,37,26,25,32,36,2685,895
46.5,1264,33,28,24,28,34,2690,899
47.0,1261,31,26,18,30,30,2699,905
47.5,1260,28,22,21,29,30,2704,906
48.0,1257,24,15,25,24,28,2717,910
48.5,1256,23,14,24,22,29,2720,912
49.0,1251,18,17,22,21,31,2723,917
49.5,1250,17,18,17,26,30,2724,918
50.0,1247,18,15,17,24,23,2731,925
50.5,1246,18,12,16,25,22,2735,926
51.0,1244,15,12,15,25,15,2745,929
51.5,1241,18,11,15,22,16,2747,930
52.0,1236,18,10,15,19,18,2754,930
52.5,1236,16,10,13,20,21,2754,930
53.0,1233,16,10,12,12,26,2760,931
53.5,1233,16,9,11,11,24,2762,934
54.0,1231,16,7,9,11,22,2767,937
54.5,1231,15,6,10,10,18,2771,939
55.0,1230,11,6,11,12,17,2773,940
55.5,1230,11,6,9,12,16,2775,941
56.0,1230,7,6,6,15,11,2777,948
56.5,1229,7,7,6,15,11,2777,948
57.0,1228,5,7,8,16,10,2777,949
57.5,1228,5,6,8,15,10,2779,949
58.0,1227,4,4,8,13,8,2784,952
58.5,1226,5,4,8,10,8,2786,953
59.0,1225,6,2,5,11,7,2789,955
59.5,1225,5,2,6,11,6,2789,956
60.0,1225,4,3,4,12,7,2789,956
60.5,1225,4,3,4,11,7,2789,957
61.0,1225,3,3,4,10,5,2792,958
61.5,1224,4,3,4,10,4,2792,959
62.0,1224,2,4,3,7,6,2794,960
62.5,1223,2,4,4,7,6,2794,960
63.0,1223,2,4,4,6,5,2794,962
63.5,1223,2,3,4,6,5,2795,962
64.0,1222,3,2,2,7,5,2796,963
64.5,1222,2,3,2,7,4,2796,964
65.0,1221,3,3,2,4,7,2796,964
65.5,1221,3,3,2,4,7,2796,964
66.0,1221,3,2,2,0,7,2799,966
66.5,1221,2,2,3,0,7,2799,966
67.0,1221,2,1,3,0,7,2800,966
67.5,1221,2,1,2,1,7,2800,966
68.0,1221,0,3,2,1,6,2800,967
68.5,1221,0,3,2,1,6,2800,967
69.0,1221,0,3,2,1,4,2800,969
69.5,1221,0,3,2,1,4,2800,969
70.0,1221,0,3,2,1,4,2800,969
70.5,1221,0,2,0,3,4,2801,969
71.0,1221,0,2,0,3,3,2801,970
71.5,1221,0,2,0,3,3,2801,970
72.0,1221,0,2,0,3,1,2801,972
72.5,1221,0,2,0,3,1,2801,972
73.0,1221,0,0,0,3,0,2803,973
73.5,1221,0,0,0,3,0,2803,973
74.0,1221,0,0,0,3,0,2803,973
74.5,1221,0,0,0,3,0,2803,973
75.0,1221,0,0,0,3,0,2803,973
75.5,1221,0,0,0,2,0,2804,973
76.0,1221,0,0,0,2,0,2804,973
76.5,1221,0,0,0,2,0,2804,973
77.0,1221,0,0,0,2,0,2804,973
77.5,1221,0,0,0,1,1,2804,973
78.0,1221,0,0,0,1,1,2804,973
78.5,1221,0,0,0,0,1,2805,973
79.0,1221,0,0,0,0,1,2805,973
79.5,1221,0,0,0,0,1,2805,973
80.0,1221,0,0,0,0,1,2805,973
80.5,1221,0,0,0,0,1,2805,973
81.0,1221,0,0,0,0,1,2805,973
81.5,1221,0,0,0,0,1,2805,973
82.0,1221,0,0,0,0,1,2805,973
82.5,1221,0,0,0,0,1,2805,973
83.0,1221,0,0,0,0,1,2805,973
83.5,1221,0,0,0,0,1,2805,973
84.0,1221,0,0,0,0,1,2805,973
84.5,1221,0,0,0,0,1,2805,973
85.0,1221,0,0,0,0,1,2805,973
85.5,1221,0,0,0,0,0,2805,974
