"time","s","e","a","p","sym","sev","r","d"
0.0,4500,500,0,0,0,0,0,0
0.5,4500,500,0,0,0,0,0,0
1.0,4500,383,66,51,0,0,0,0
1.5,4477,406,66,51,0,0,0,0
2.0,4448,328,105,97,7,0,15,0
2.5,4418,352,107,101,7,0,15,0
3.0,4360,331,114,125,23,1,46,0
3.5,4312,370,119,126,26,1,46,0
4.0,4241,350,133,133,62,3,78,0
4.5,4198,371,142,142,64,3,80,0
5.0,4113,373,145,160,76,15,117,1
5.5,4071,390,155,169,79,16,119,1
6.0,4006,378,162,177,96,22,152,7
6.5,3965,384,171,193,95,25,160,7
7.0,3900,370,182,186,112,38,201,11
7.5,3837,396,197,191,121,40,207,11
8.0,3730,428,192,194,142,49,250,15
8.5,3654,464,200,200,144,52,270,16
9.0,3546,508,198,169,167,65,324,23
9.5,3480,523,212,175,178,66,341,25
10.0,3363,547,211,193,170,74,403,39
10.5,3295,565,217,203,180,76,424,40
11.0,3196,568,220,222,167,92,485,50
11.5,3124,569,238,238,176,96,507,52
12.0,3026,570,254,235,175,105,566,69
12.5,2981,550,256,254,183,108,596,72
13.0,2910,520,262,248,192,122,656,90
13.5,2871,497,260,250,214,125,690,93
14.0,2802,475,259,252,222,115,764,111
14.5,2749,469,266,255,229,128,791,113
15.0,2643,490,263,250,231,128,866,129
15.5,2597,482,252,251,247,134,903,134
16.0,2513,486,245,250,251,137,964,154
16.5,2476,468,244,245,249,144,1006,168
17.0,2398,450,247,252,249,138,1072,194
17.5,2350,448,248,241,253,146,1112,202
18.0,2288,425,248,237,260,145,1175,222
18.5,2251,419,242,230,265,139,1222,232
19.0,2192,392,241,239,254,136,1292,254
19.5,2165,374,237,231,257,134,1334,268
20.0,2126,332,233,236,245,129,1412,287
20.5,2088,340,226,236,220,146,1452,292
21.0,2052,317,210,205,238,145,1521,312
21.5,2015,313,208,200,236,150,1557,321
22.0,1969,304,196,194,230,155,1618,334
22.5,1937,288,204,198,224,159,1645,345
23.0,1899,272,198,185,217,173,1694,362
23.5,1867,278,185,170,219,158,1743,380
24.0,1833,260,175,158,224,162,1790,398
24.5,1809,254,175,157,222,154,1814,415
25.0,1776,249,173,137,214,163,1856,432
25.5,1756,242,166,129,218,160,1881,448
26.0,1715,248,147,119,213,159,1933,466
26.5,1690,240,141,118,206,168,1966,471
27.0,1668,225,135,119,178,163,2017,495
27.5,1655,212,128,121,169,162,2047,506
28.0,1639,189,116,121,158,150,2092,535
28.5,1622,180,115,118,157,142,2115,551
29.0,1604,172,114,110,147,126,2155,572
29.5,1594,150,120,107,139,127,2178,585
30.0,1570,146,104,109,139,117,2217,598
30.5,1557,142,92,111,127,116,2243,612
31.0,1541,128,84,101,128,112,2276,630
31.5,1527,131,73,94,125,106,2303,641
32.0,1515,109,76,100,113,111,2321,655
32.5,1505,101,80,92,115,107,2335,665
33.0,1488,100,75,88,109,103,2362,675
33.5,1477,101,71,82,112,102,2371,684
34.0,1469,90,69,75,112,96,2392,697
34.5,1459,87,66,75,104,95,2409,705
35.0,1444,93,60,65,100,92,2428,718
35.5,1441,89,55,59,94,82,2450,730
36.0,1420,94,51,52,87,80,2478,738
36.5,1414,86,45,56,84,84,2491,740
37.0,1401,88,41,51,82,81,2506,750
37.5,1387,92,38,52,82,75,2518,756
38.0,1382,78,43,51,72,74,2532,768
38.5,1376,73,46,49,72,72,2538,774
39.0,1367,67,45,51,63,70,2555,782
39.5,1360,63,40,55,53,71,2571,787
40.0,1351,62,37,48,52,71,2583,796
40.5,1343,61,34,45,57,66,2591,803
41.0,1333,62,30,47,52,58,2602,816
41.5,1333,53,32,42,53,55,2609,823
42.0,1327,50,30,38,50,53,2622,830
42.5,1324,49,30,34,49,56,2625,833
43.0,1315,46,30,37,44,50,2636,842
43.5,1314,43,29,35,40,52,2641,846
44.0,1302,44,26,34,42,47,2655,850
44.5,1298,42,27,35,40,42,2660,856
45.0,1296,35,21,38,35,40,2670,865
45.5,1293,37,18,36,33,38,2675,870
46.0,1286,38,17,36,32,33,2681,877
46.5,1283,39,16,35,28,36,2686,877
47.0,1279,35,18,34,31,29,2690,884
47.5,1276,35,17,34,29,25,2695,889
48.0,1272,32,18,32,31,25,2699,891
48.5,1268,33,17,30,33,24,2701,894
49.0,1266,30,13,27,35,26,2708,895
49.5,1264,27,14,29,33,25,2709,899
50.0,1259,29,15,27,26,26,2715,903
50.5,1257,28,16,23,29,24,2718,905
51.0,1253,26,17,20,30,25,2722,907
51.5,1252,24,16,20,25,27,2727,909
52.0,1247,25,16,16,25,25,2731,915
52.5,1246,24,16,12,27,25,2735,915
53.0,1244,21,18,9,28,23,2738,919
53.5,1243,19,21,7,24,22,2741,923
54.0,1240,18,15,7,21,21,2752,926
54.5,1238,19,13,8,17,20,2757,928
55.0,1238,17,12,8,16,19,2759,931
55.5,1238,15,9,8,16,18,2763,933
56.0,1237,11,10,10,13,15,2768,936
56.5,1236,10,10,10,14,13,2769,938
57.0,1233,10,8,10,12,12,2775,940
57.5,1231,12,7,10,9,11,2779,941
58.0,1231,9,6,8,11,9,2784,942
58.5,1230,8,5,8,11,7,2787,944
59.0,1230,7,6,7,9,7,2789,945
59.5,1229,8,6,5,10,7,2790,945
60.0,1229,8,5,5,8,7,2792,946
60.5,1229,7,5,5,9,7,2792,946
61.0,1227,8,3,6,7,8,2794,947
61.5,1227,7,3,6,6,10,2794,947
62.0,1227,7,2,5,5,10,2797,947
62.5,1227,5,2,7,4,9,2798,948
63.0,1227,3,2,8,3,6,2800,951
63.5,1226,4,2,7,4,5,2800,952
64.0,1224,6,1,6,5,4,2802,952
64.5,1222,8,1,5,6,4,2802,952
65.0,1222,4,4,3,8,4,2803,952
65.5,1222,3,3,4,7,4,2804,953
66.0,1222,3,3,3,6,6,2804,953
66.5,1222,3,3,3,5,6,2805,953
67.0,1222,3,3,2,6,5,2805,954
67.5,1222,1,4,3,6,4,2805,955
68.0,1222,1,4,3,6,2,2805,957
68.5,1221,2,4,2,7,1,2805,958
69.0,1221,2,3,2,7,1,2806,958
69.5,1221,2,2,2,7,1,2807,958
70.0,1221,2,2,2,4,3,2807,959
70.5,1221,2,2,1,4,3,2808,959
71.0,1221,2,1,1,3,4,2809,959
71.5,1221,1,2,0,2,5,2810,959
72.0,1221,1,2,0,1,5,2810,960
72.5,1221,0,1,1,0,4,2813,960
73.0,1221,0,0,1,0,2,2814,962
73.5,1221,0,0,1,0,2,2814,962
74.0,1221,0,0,1,0,1,2815,962
74.5,1221,0,0,1,0,1,2815,962
75.0,1221,0,0,1,0,1,2815,962
75.5,1221,0,0,0,1,1,2815,962
76.0,1221,0,0,0,1,1,2815,962
76.5,1221,0,0,0,1,1,2815,962
77.0,1221,0,0,0,1,0,2815,963
77.5,1221,0,0,0,1,0,2815,963
78.0,1219,2,0,0,1,0,2815,963
78.5,1219,2,0,0,0,1,2815,963
79.0,1219,0,0,2,0,1,2815,963
79.5,1218,1,0,2,0,1,2815,963
80.0,1218,1,0,2,0,1,2815,963
80.5,1218,1,0,2,0,1,2815,963
81.0,1218,1,0,2,0,1,2815,963
81.5,1218,1,0,2,0,1,2815,963
82.0,1218,1,0,1,1,1,2815,963
82.5,1218,0,0,2,1,1,2815,963
83.0,1217,1,0,2,1,1,2815,963
83.5,1217,1,0,1,2,0,2815,964
84.0,1217,1,0,1,2,0,2815,964
84.5,1217,1,0,1,1,0,2816,964
85.0,1217,1,0,0,1,1,2816,964
85.5,1217,1,0,0,1,1,2816,964
86.0,1217,0,0,1,0,2,2816,964
86.5,1217,0,0,1,0,2,2816,964
87.0,1217,0,0,1,0,2,2816,964
87.5,1217,0,0,1,0,2,2816,964
88.0,1217,0,0,1,0,2,2816,964
88.5,1217,0,0,1,0,2,2816,964
89.0,1217,0,0,0,1,2,2816,964
89.5,1217,0,0,0,1,2,2816,964
90.0,1217,0,0,0,0,3,2816,964
90.5,1217,0,0,0,0,3,2816,964
91.0,1217,0,0,0,0,2,2817,964
91.5,1217,0,0,0,0,2,2817,964
92.0,1217,0,0,0,0,1,2817,965
92.5,1217,0,0,0,0,1,2817,965
93.0,1217,0,0,0,0,1,2817,965
93.5,1217,0,0,0,0,1,2817,965
94.0,1217,0,0,0,0,0,2817,966
