"time","newInfectors","newInfections","r","sevenDayAverageR"
0,500,768,1.536,1.536
2,26,35,1.3461538461538463,1.4410769230769231
3,37,50,1.3513513513513513,1.411168399168399
4,37,51,1.3783783783783783,1.4029708939708938
5,52,83,1.5961538461538463,1.4416074844074842
6,45,47,1.0444444444444445,1.3754136444136442
7,65,92,1.4153846153846155,1.381123783123783
8,44,59,1.3409090909090908,1.3532536532536532
9,76,92,1.2105263157894737,1.3338782917730287
10,43,39,0.9069767441860465,1.270396205035128
11,57,56,0.9824561403508771,1.2138358853169133
12,44,43,0.9772727272727273,1.1254242969053248
13,64,65,1.015625,1.1213072334132614
14,69,78,1.1304347826086956,1.0806001144452728
15,94,86,0.9148936170212766,1.0197407610327278
16,60,51,0.85,0.9682370016342315
17,102,97,0.9509803921568627,0.9745232370586339
18,55,43,0.7818181818181819,0.9458606715539631
19,86,72,0.8372093023255814,0.9258516108472279
20,61,52,0.8524590163934426,0.9025421846177197
21,100,80,0.8,0.8553372156736204
22,55,56,1.018181818181818,0.870092672982269
23,94,79,0.8404255319148937,0.8687248918272539
24,30,14,0.4666666666666667,0.7995372167572258
25,61,42,0.6885245901639344,0.7862095608066191
26,38,30,0.7894736842105263,0.7793901867901827
27,69,49,0.7101449275362319,0.7590596026677241
28,66,57,0.8636363636363636,0.7681505117586331
29,83,40,0.4819277108433735,0.6915427821388553
30,58,55,0.9482758620689655,0.7069499721608656
31,79,54,0.6835443037974683,0.7379324917509802
32,52,28,0.5384615384615384,0.7164949129363521
33,55,32,0.5818181818181818,0.6868298411660172
34,54,53,0.9814814814814815,0.7255922060153386
35,74,42,0.5675675675675675,0.6832966637197962
36,38,24,0.631578947368421,0.7046754117948032
37,68,30,0.4411764705882353,0.6322326415832703
38,37,14,0.3783783783783784,0.5886375093805432
39,40,14,0.35,0.5617144324574662
40,35,35,1.0,0.6214546921977259
41,51,24,0.47058823529411764,0.5484699427423883
42,33,21,0.6363636363636364,0.558297952570398
43,56,26,0.4642857142857143,0.5343989192728685
44,36,18,0.5,0.5428022806174063
45,40,22,0.55,0.5673196551347808
46,21,16,0.7619047619047619,0.6261631925497468
47,42,17,0.40476190476190477,0.5411291789443047
48,24,14,0.5833333333333334,0.5572356215213354
49,41,16,0.3902439024390244,0.5220756595321052
50,25,11,0.44,0.5186062717770031
51,33,18,0.5454545454545454,0.5250997782705097
52,16,7,0.4375,0.5090283496990812
53,21,10,0.47619047619047616,0.46821202316846894
54,21,10,0.47619047619047616,0.47841610480112207
55,23,12,0.5217391304347826,0.46961693295847196
56,18,7,0.3888888888888889,0.46942335959416687
57,25,12,0.48,0.4751376453084526
58,21,16,0.7619047619047619,0.5060591048013406
59,31,9,0.2903225806451613,0.4850337591792208
60,12,5,0.4166666666666667,0.47653035781867653
61,19,15,0.7894736842105263,0.5212851018215409
62,13,7,0.5384615384615384,0.5236740172539345
63,17,12,0.7058823529411765,0.5689587978328327
64,9,2,0.2222222222222222,0.5321334010074358
65,20,16,0.8,0.5375755778781841
66,10,6,0.6,0.5818152092145896
67,16,4,0.25,0.5580056854050659
68,14,4,0.2857142857142857,0.4860400570484601
69,12,4,0.3333333333333333,0.45673602774443084
70,9,2,0.2222222222222222,0.38764172335600877
71,11,5,0.45454545454545453,0.42083075654504193
72,8,1,0.125,0.32440218511647056
73,15,8,0.5333333333333333,0.314878375592661
74,8,3,0.375,0.33273551844980387
75,6,1,0.16666666666666666,0.3157287157287154
76,4,4,1.0,0.41096681096681065
77,11,4,0.36363636363636365,0.4311688311688308
78,4,2,0.5,0.4376623376623373
79,13,6,0.46153846153846156,0.48573926073926044
80,1,0,0.0,0.40954878454878424
81,12,3,0.25,0.3916916416916414
82,4,0,0.0,0.3678821178821176
83,3,0,0.0,0.22502497502497473
84,5,2,0.4,0.2302197802197799
85,9,5,0.5555555555555556,0.2381562881562878
86,4,1,0.25,0.2079365079365076
87,5,1,0.2,0.23650793650793614
88,3,0,0.0,0.20079365079365044
89,6,5,0.8333333333333334,0.3198412698412695
90,2,0,0.0,0.3198412698412695
91,3,4,1.3333333333333333,0.4531746031746028
93,4,0,0.0,0.37380952380952337
96,4,1,0.25,0.37380952380952337
97,8,1,0.125,0.36309523809523764
98,3,1,0.3333333333333333,0.41071428571428525
99,4,1,0.25,0.32738095238095194
100,2,0,0.0,0.32738095238095194
101,3,1,0.3333333333333333,0.1845238095238091
102,1,0,0.0,0.1845238095238091
103,1,0,0.0,0.14880952380952336
104,3,7,2.3333333333333335,0.4642857142857139
106,1,0,0.0,0.41666666666666624
107,3,1,0.3333333333333333,0.4285714285714282
108,1,1,1.0,0.5714285714285711
109,2,1,0.5,0.5952380952380949
111,1,0,0.0,0.5952380952380949
112,1,0,0.0,0.5952380952380949
116,1,0,0.0,0.26190476190476153
117,2,0,0.0,0.26190476190476153
118,1,0,0.0,0.21428571428571394
129,3,1,0.3333333333333333,0.1190476190476187
134,1,1,1.0,0.1904761904761901
135,1,0,0.0,0.1904761904761901
142,1,1,1.0,0.333333333333333
160,1,1,1.0,0.47619047619047583
163,1,0,0.0,0.47619047619047583
167,1,0,0.0,0.47619047619047583
