"time","s","e","a","p","sym","sev","r","d"
0.0,4500,500,0,0,0,0,0,0
0.5,4500,500,0,0,0,0,0,0
1.0,4500,403,50,47,0,0,0,0
1.5,4478,425,50,47,0,0,0,0
2.0,4443,372,87,83,7,0,8,0
2.5,4424,383,91,87,7,0,8,0
3.0,4371,349,131,107,22,2,18,0
3.5,4335,378,133,110,22,2,20,0
4.0,4266,357,152,124,45,4,52,0
4.5,4222,382,160,133,45,4,54,0
5.0,4133,386,169,140,65,14,93,0
5.5,4080,423,168,148,68,14,99,0
6.0,4015,396,167,169,91,13,145,4
6.5,3976,404,186,171,97,13,149,4
7.0,3915,373,194,165,120,22,203,8
7.5,3852,397,203,179,128,22,211,8
8.0,3737,426,192,190,125,46,273,11
8.5,3673,452,197,201,128,49,289,11
9.0,3565,488,196,186,146,56,345,18
9.5,3489,514,209,193,156,58,363,18
10.0,3398,520,207,198,155,80,420,22
10.5,3339,526,211,210,164,88,440,22
11.0,3247,525,217,222,160,91,502,36
11.5,3183,534,231,238,166,92,516,40
12.0,3076,540,242,245,178,91,572,56
12.5,3026,537,254,240,191,94,597,61
13.0,2960,522,250,230,204,96,653,85
13.5,2917,504,252,247,209,105,680,86
14.0,2842,485,247,255,210,113,747,101
14.5,2779,480,251,262,229,117,779,103
15.0,2695,478,245,260,229,112,852,129
15.5,2651,466,256,254,236,127,876,134
16.0,2562,476,263,232,258,135,928,146
16.5,2510,471,268,234,254,142,967,154
17.0,2447,465,250,226,243,156,1041,172
17.5,2406,456,236,234,244,150,1089,185
18.0,2349,437,239,235,233,152,1154,201
18.5,2309,425,241,230,244,152,1190,209
19.0,2254,398,245,233,244,146,1249,231
19.5,2218,380,236,237,243,157,1289,240
20.0,2156,374,234,228,238,157,1345,268
20.5,2120,378,219,216,237,152,1393,285
21.0,2084,355,200,213,234,145,1457,312
21.5,2053,347,200,196,242,150,1487,325
22.0,2003,344,187,185,235,153,1550,343
22.5,1973,329,179,185,227,158,1595,354
23.0,1940,305,172,181,226,140,1658,378
23.5,1914,295,172,174,220,155,1685,385
24.0,1874,282,168,169,199,161,1742,405
24.5,1855,273,155,169,191,154,1782,421
25.0,1827,244,144,172,188,151,1837,437
25.5,1807,230,150,156,197,138,1867,455
26.0,1779,212,145,151,198,137,1904,474
26.5,1764,200,135,145,194,142,1936,484
27.0,1738,178,135,143,194,134,1980,498
27.5,1722,172,137,138,186,123,2009,513
28.0,1701,158,126,132,177,119,2057,530
28.5,1687,138,128,130,175,116,2083,543
29.0,1659,139,127,116,166,121,2117,555
29.5,1646,135,115,111,160,121,2146,566
30.0,1624,128,110,101,153,120,2181,583
30.5,1606,130,107,99,141,121,2202,594
31.0,1567,149,94,89,135,112,2239,615
31.5,1553,150,86,86,127,110,2258,630
32.0,1543,142,79,86,116,97,2288,649
32.5,1536,133,77,81,115,94,2309,655
33.0,1521,121,70,76,114,94,2341,663
33.5,1518,115,69,75,107,91,2355,670
34.0,1504,102,69,77,102,92,2374,680
34.5,1496,97,64,80,94,91,2391,687
35.0,1477,94,61,80,83,96,2412,697
35.5,1467,92,64,73,82,90,2427,705
36.0,1454,85,59,66,84,74,2457,721
36.5,1452,78,54,62,82,78,2469,725
37.0,1439,76,54,55,76,80,2485,735
37.5,1433,75,53,51,77,74,2495,742
38.0,1418,69,57,55,65,67,2516,753
38.5,1414,68,52,50,60,58,2535,763
39.0,1408,60,53,41,62,56,2550,770
39.5,1403,60,53,36,62,59,2553,774
40.0,1395,53,51,35,59,59,2567,781
40.5,1385,56,53,35,49,55,2578,789
41.0,1377,54,47,33,44,58,2596,791
41.5,1375,50,43,38,37,52,2609,796
42.0,1370,48,32,34,39,49,2627,801
42.5,1367,43,28,34,39,45,2640,804
43.0,1360,43,24,28,40,38,2654,813
43.5,1357,41,24,31,35,35,2659,818
44.0,1354,37,23,31,29,34,2672,820
44.5,1350,37,22,29,33,33,2674,822
45.0,1343,33,23,28,30,34,2681,828
45.5,1338,35,21,28,25,35,2687,831
46.0,1333,33,19,26,25,27,2697,840
46.5,1331,34,19,21,29,25,2699,842
47.0,1328,29,20,21,28,25,2703,846
47.5,1326,28,22,17,31,24,2705,847
48.0,1322,30,16,13,24,22,2719,854
48.5,1322,24,15,17,18,24,2724,856
49.0,1316,23,16,19,19,20,2728,859
49.5,1315,24,12,19,18,20,2732,860
50.0,1314,20,12,18,18,22,2734,862
50.5,1312,17,13,17,19,20,2738,864
51.0,1309,16,11,14,19,17,2746,868
51.5,1307,18,10,12,19,18,2747,869
52.0,1305,18,8,9,19,18,2752,871
52.5,1301,19,8,10,20,17,2753,872
53.0,1300,18,8,11,15,19,2755,874
53.5,1296,21,6,11,14,19,2758,875
54.0,1294,18,9,11,12,19,2760,877
54.5,1293,15,11,11,14,16,2760,880
55.0,1292,14,9,9,13,15,2765,883
55.5,1292,9,9,11,13,14,2768,884
56.0,1290,10,7,9,15,11,2771,887
56.5,1290,10,5,6,17,12,2773,887
57.0,1289,10,3,6,17,10,2776,889
57.5,1289,9,3,5,18,8,2778,890
58.0,1289,8,2,5,18,5,2780,893
58.5,1289,8,1,5,17,5,2782,893
59.0,1288,6,3,5,15,5,2784,894
59.5,1287,5,4,5,11,8,2786,894
60.0,1284,5,6,4,10,8,2788,895
60.5,1284,5,6,4,9,8,2788,896
61.0,1284,5,6,3,9,9,2788,896
61.5,1284,5,6,2,10,8,2788,897
62.0,1284,3,6,1,9,7,2793,897
62.5,1283,4,5,1,7,9,2794,897
63.0,1282,5,3,1,4,10,2798,897
63.5,1282,5,3,1,4,8,2799,898
64.0,1282,4,2,1,4,7,2801,899
64.5,1282,2,2,3,3,7,2802,899
65.0,1282,0,3,4,3,5,2803,900
65.5,1282,0,3,4,1,7,2803,900
66.0,1282,0,3,4,0,7,2804,900
66.5,1282,0,3,4,0,7,2804,900
67.0,1282,0,3,4,0,6,2804,901
67.5,1282,0,3,2,2,3,2805,903
68.0,1282,0,3,2,2,2,2805,904
68.5,1282,0,3,2,2,1,2805,905
69.0,1282,0,3,2,2,1,2805,905
69.5,1282,0,3,2,1,2,2805,905
70.0,1282,0,2,2,1,2,2806,905
70.5,1282,0,2,2,1,2,2806,905
71.0,1282,0,2,2,1,2,2806,905
71.5,1282,0,2,2,0,2,2806,906
72.0,1282,0,1,1,1,2,2807,906
72.5,1282,0,1,0,2,2,2807,906
73.0,1282,0,0,0,1,2,2809,906
73.5,1282,0,0,0,1,1,2809,907
74.0,1282,0,0,0,1,1,2809,907
74.5,1282,0,0,0,1,0,2809,908
75.0,1282,0,0,0,1,0,2809,908
75.5,1282,0,0,0,1,0,2809,908
76.0,1282,0,0,0,1,0,2809,908
76.5,1282,0,0,0,0,1,2809,908
77.0,1282,0,0,0,0,1,2809,908
77.5,1282,0,0,0,0,1,2809,908
78.0,1282,0,0,0,0,1,2809,908
78.5,1282,0,0,0,0,0,2810,908
