"time","s","e","a","p","sym","sev","r","d"
0.0,4500,500,0,0,0,0,0,0
0.5,4500,500,0,0,0,0,0,0
1.0,4500,379,61,60,0,0,0,0
1.5,4468,411,61,60,0,0,0,0
2.0,4443,350,95,87,14,0,11,0
2.5,4409,372,103,91,14,0,11,0
3.0,4342,363,108,110,34,3,40,0
3.5,4300,393,110,118,34,3,42,0
4.0,4233,390,133,124,54,5,60,1
4.5,4181,420,146,128,59,5,60,1
5.0,4109,392,161,147,77,12,101,1
5.5,4063,414,166,157,79,13,107,1
6.0,4003,386,169,174,90,26,150,2
6.5,3967,384,180,188,94,27,158,2
7.0,3898,371,193,174,121,34,203,6
7.5,3827,413,201,178,129,35,211,6
8.0,3738,413,204,186,140,40,269,10
8.5,3670,439,211,203,141,43,283,10
9.0,3581,473,187,200,145,58,340,16
9.5,3518,483,193,219,155,61,354,17
10.0,3427,508,179,215,166,71,405,29
10.5,3351,519,195,234,180,71,417,33
11.0,3265,526,190,231,190,80,475,43
11.5,3196,540,205,224,209,82,500,44
12.0,3096,559,212,228,214,91,544,56
12.5,3054,532,218,242,225,93,577,59
13.0,3011,496,215,251,221,99,629,78
13.5,2977,469,224,243,232,104,669,82
14.0,2914,439,226,262,221,118,724,96
14.5,2847,447,227,273,216,130,759,101
15.0,2758,450,237,287,212,126,811,119
15.5,2709,437,250,286,211,130,852,125
16.0,2637,434,245,280,216,140,904,144
16.5,2588,432,248,277,218,150,940,147
17.0,2508,438,250,269,230,140,991,174
17.5,2468,427,236,273,235,142,1039,180
18.0,2389,428,237,265,238,138,1101,204
18.5,2351,410,236,251,247,142,1144,219
19.0,2285,389,238,250,254,140,1205,239
19.5,2251,385,230,241,253,144,1249,247
20.0,2199,373,230,232,255,142,1307,262
20.5,2167,366,212,225,260,138,1355,277
21.0,2123,347,197,218,254,147,1421,293
21.5,2096,333,186,214,249,157,1467,298
22.0,2054,321,184,198,251,146,1529,317
22.5,2020,315,182,199,246,148,1563,327
23.0,1993,279,181,190,239,158,1613,347
23.5,1949,291,178,181,240,150,1650,361
24.0,1907,282,173,171,227,153,1700,387
24.5,1884,264,171,178,219,151,1728,405
25.0,1841,253,166,175,203,151,1782,429
25.5,1820,249,164,163,196,158,1810,440
26.0,1789,244,150,144,195,148,1863,467
26.5,1767,243,145,137,189,144,1893,482
27.0,1734,228,138,136,171,141,1951,501
27.5,1721,213,135,127,171,131,1988,514
28.0,1695,208,122,119,167,126,2035,528
28.5,1687,184,117,123,155,128,2070,536
29.0,1670,173,104,113,152,129,2112,547
29.5,1648,172,96,110,153,133,2135,553
30.0,1624,168,102,97,155,120,2161,573
30.5,1613,160,100,85,153,115,2191,583
31.0,1598,146,106,83,140,115,2212,600
31.5,1584,145,103,84,123,117,2235,609
32.0,1556,137,102,86,106,117,2273,623
32.5,1538,137,103,84,106,108,2289,635
33.0,1526,126,99,80,99,96,2318,656
33.5,1517,119,99,71,102,94,2332,666
34.0,1502,119,88,67,97,91,2361,675
34.5,1494,110,87,70,92,82,2381,684
35.0,1483,96,83,63,93,74,2405,703
35.5,1470,90,84,64,91,79,2417,705
36.0,1455,83,80,66,83,77,2438,718
36.5,1447,79,76,63,81,77,2454,723
37.0,1433,75,78,65,72,73,2475,729
37.5,1428,71,75,60,68,70,2489,739
38.0,1411,76,68,59,66,62,2509,749
38.5,1402,77,62,56,63,64,2521,755
39.0,1392,79,56,47,70,60,2535,761
39.5,1382,85,51,45,71,49,2546,771
40.0,1376,78,49,38,65,51,2565,778
40.5,1373,69,48,38,62,48,2580,782
41.0,1363,65,49,37,58,50,2595,783
41.5,1361,61,44,38,52,52,2605,787
42.0,1358,48,44,39,50,53,2617,791
42.5,1354,47,44,37,49,53,2623,793
43.0,1348,41,39,38,44,50,2641,799
43.5,1346,32,35,39,49,46,2647,806
44.0,1338,29,36,38,45,45,2656,813
44.5,1333,31,34,35,46,44,2662,815
45.0,1325,31,27,32,46,36,2680,823
45.5,1323,32,25,32,45,30,2685,828
46.0,1316,34,20,31,40,29,2698,832
46.5,1313,35,21,26,38,34,2700,833
47.0,1305,39,14,26,36,36,2709,835
47.5,1299,42,15,26,32,32,2714,840
48.0,1296,39,15,21,35,27,2719,848
48.5,1294,36,16,21,34,28,2721,850
49.0,1291,33,14,24,29,30,2728,851
49.5,1288,34,16,20,25,35,2729,853
50.0,1285,34,13,22,23,32,2733,858
50.5,1282,31,12,24,20,33,2739,859
51.0,1278,28,13,25,22,32,2742,860
51.5,1277,27,11,22,25,28,2745,865
52.0,1276,24,11,14,33,22,2752,868
52.5,1276,24,6,13,31,19,2759,872
53.0,1274,23,7,12,25,23,2759,877
53.5,1274,20,10,12,21,23,2761,879
54.0,1271,16,15,9,21,25,2764,879
54.5,1267,15,15,11,19,26,2767,880
55.0,1262,16,16,9,20,27,2768,882
55.5,1261,13,18,9,20,21,2770,888
56.0,1260,14,17,6,18,16,2774,895
56.5,1259,14,15,7,17,14,2777,897
57.0,1258,14,14,7,14,12,2780,901
57.5,1257,14,15,6,14,9,2781,904
58.0,1255,14,14,6,11,10,2785,905
58.5,1255,13,12,5,12,11,2787,905
59.0,1255,10,11,4,10,11,2792,907
59.5,1255,10,9,3,10,12,2794,907
60.0,1254,9,5,5,7,12,2799,909
60.5,1254,9,4,5,6,12,2801,909
61.0,1254,8,5,4,5,8,2803,913
61.5,1254,8,5,3,6,7,2803,914
62.0,1254,5,5,5,4,6,2807,914
62.5,1254,3,6,6,3,7,2807,914
63.0,1253,2,7,5,5,7,2807,914
63.5,1253,2,6,4,5,7,2809,914
64.0,1252,2,5,4,4,7,2811,915
64.5,1251,3,5,4,4,7,2811,915
65.0,1251,2,5,4,3,7,2812,916
65.5,1251,1,5,5,3,6,2813,916
66.0,1251,1,4,4,4,4,2814,918
66.5,1251,0,3,4,4,5,2815,918
67.0,1251,0,3,4,2,6,2815,919
67.5,1251,0,3,4,1,7,2815,919
68.0,1251,0,1,3,2,5,2817,921
68.5,1250,1,1,3,2,4,2817,922
69.0,1250,1,1,3,2,4,2817,922
69.5,1250,1,1,2,3,3,2817,923
70.0,1250,1,1,1,3,3,2817,924
70.5,1250,0,2,1,2,3,2818,924
71.0,1250,0,2,1,2,2,2818,925
71.5,1250,0,2,1,1,2,2819,925
72.0,1250,0,1,1,1,2,2820,925
72.5,1250,0,1,1,1,1,2820,926
73.0,1249,1,1,1,1,1,2820,926
73.5,1249,1,1,0,2,1,2820,926
74.0,1249,0,1,1,2,1,2820,926
74.5,1249,0,1,1,1,1,2821,926
75.0,1249,0,1,1,1,1,2821,926
75.5,1248,1,1,1,1,1,2821,926
76.0,1247,2,1,0,2,1,2821,926
76.5,1247,2,1,0,2,1,2821,926
77.0,1247,1,2,0,2,1,2821,926
77.5,1247,0,2,0,2,1,2822,926
78.0,1247,0,2,0,1,0,2823,927
78.5,1247,0,2,0,1,0,2823,927
79.0,1247,0,2,0,1,0,2823,927
79.5,1247,0,2,0,1,0,2823,927
80.0,1247,0,2,0,1,0,2823,927
80.5,1247,0,2,0,1,0,2823,927
81.0,1247,0,2,0,0,1,2823,927
81.5,1247,0,2,0,0,1,2823,927
82.0,1247,0,2,0,0,1,2823,927
82.5,1247,0,1,0,0,1,2824,927
83.0,1247,0,1,0,0,1,2824,927
83.5,1247,0,1,0,0,1,2824,927
84.0,1247,0,0,0,0,1,2825,927
84.5,1247,0,0,0,0,1,2825,927
85.0,1247,0,0,0,0,0,2825,928
