"time","newInfectors","newInfections","r","sevenDayAverageR"
0,500,790,1.58,1.58
2,16,35,2.1875,1.88375
3,27,46,1.7037037037037037,1.8237345679012347
4,36,50,1.3888888888888888,1.7150231481481484
5,33,49,1.4848484848484849,1.6689882154882156
6,40,36,0.9,1.5408235129068464
7,64,81,1.265625,1.5015094396344397
8,52,86,1.6538461538461537,1.5120588901838903
9,86,93,1.0813953488372092,1.354043940017777
10,38,28,0.7368421052631579,1.2159208545262705
11,62,75,1.2096774193548387,1.190319216021406
12,40,33,0.825,1.0960551467573367
13,52,53,1.0192307692307692,1.113088113790304
14,75,69,0.92,1.0637131137903038
15,103,99,0.9611650485436893,0.9647586701756661
16,70,76,1.0857142857142856,0.9653756611581056
17,100,92,0.92,0.9915410746919402
18,68,71,1.0441176470588236,0.9678896786496523
19,101,96,0.9504950495049505,0.9858175428646451
20,56,47,0.8392857142857143,0.9601111064439231
21,82,70,0.8536585365853658,0.9506337545275467
22,60,52,0.8666666666666667,0.937133985687972
23,109,90,0.8256880733944955,0.8999873839280019
24,43,21,0.4883720930232558,0.8383262543598956
25,74,43,0.581081081081081,0.7721781735059324
26,43,31,0.7209302325581395,0.7393831996563879
27,59,24,0.4067796610169492,0.6775966206179929
28,77,42,0.5454545454545454,0.6335674790278757
29,93,55,0.5913978494623656,0.5942433622844041
30,47,35,0.7446808510638298,0.5826709019514519
31,92,66,0.717391304347826,0.6153879321406762
32,44,20,0.45454545454545453,0.5973114140641582
33,67,46,0.6865671641791045,0.5924024042957247
34,36,21,0.5833333333333334,0.6176243574837795
35,64,43,0.671875,0.6356844224188445
36,36,21,0.5833333333333334,0.6345323486861255
37,67,40,0.5970149253731343,0.6134372164445976
38,34,11,0.3235294117647059,0.557171231789866
39,52,23,0.4423076923076923,0.5554229800416144
40,28,13,0.4642857142857143,0.5236684871997015
41,42,20,0.47619047619047616,0.5083623647507218
42,24,8,0.3333333333333333,0.45999926951262665
43,40,23,0.575,0.45880879332215047
44,29,18,0.6206896551724138,0.46219089757919035
45,37,30,0.8108108108108109,0.5318025260143482
46,26,14,0.5384615384615384,0.545538789750612
47,34,12,0.35294117647058826,0.5296324272055939
48,19,7,0.3684210526315789,0.5142367952686085
49,34,22,0.6470588235294118,0.559054722439477
50,20,9,0.45,0.5411975795823339
51,39,21,0.5384615384615384,0.5294507057664947
52,20,6,0.3,0.4564777327935216
53,37,10,0.2702702702702703,0.4181646944804833
54,14,6,0.42857142857142855,0.42896901620917477
55,29,12,0.41379310344827586,0.43545073775441717
56,17,7,0.4117647058823529,0.4018372923762659
57,24,11,0.4583333333333333,0.4030277685667421
58,19,7,0.3684210526315789,0.3787362705910336
59,27,10,0.37037037037037035,0.3887891806439437
60,11,1,0.09090909090909091,0.36316615502091804
61,24,9,0.375,0.35551309379642826
62,8,7,0.875,0.42139979330381744
63,18,16,0.8888888888888888,0.48956039087617975
64,11,11,1.0,0.5669413432571322
65,13,10,0.7692307692307693,0.6241998741998737
66,8,4,0.5,0.6427183927183923
67,12,9,0.75,0.7368742368742364
68,6,0,0.0,0.6833028083028079
69,7,4,0.5714285714285714,0.6399354613640323
70,6,4,0.6666666666666666,0.6081894296180005
71,14,11,0.7857142857142857,0.5775771847200414
72,8,2,0.25,0.5034013605442171
73,13,8,0.6153846153846154,0.5198848770277336
74,8,3,0.375,0.466313448456305
75,8,2,0.25,0.5020277341705908
76,4,1,0.25,0.456109366823652
77,4,1,0.25,0.3965855572998425
78,3,1,0.3333333333333333,0.3319597069597065
79,12,3,0.25,0.3319597069597065
80,8,7,0.875,0.36904761904761857
81,9,4,0.4444444444444444,0.37896825396825345
82,2,0,0.0,0.34325396825396776
83,13,5,0.38461538461538464,0.362484737484737
84,6,3,0.5,0.3981990231990227
85,9,4,0.4444444444444444,0.4140720390720385
86,3,2,0.6666666666666666,0.47359584859584797
87,5,2,0.4,0.40573870573870513
88,3,2,0.6666666666666666,0.4374847374847368
89,7,2,0.2857142857142857,0.47830106401534905
90,7,6,0.8571428571428571,0.5458049886621308
91,5,2,0.4,0.5315192743764164
92,2,0,0.0,0.46802721088435295
93,3,3,1.0,0.5156462585034006
94,5,0,0.0,0.45850340136054346
95,2,1,0.5,0.4346938775510197
96,3,1,0.3333333333333333,0.4414965986394551
97,1,0,0.0,0.31904761904761836
98,4,4,1.0,0.4047619047619041
99,5,3,0.6,0.4904761904761898
100,2,0,0.0,0.34761904761904694
101,3,1,0.3333333333333333,0.3952380952380946
102,2,0,0.0,0.32380952380952316
103,2,0,0.0,0.27619047619047554
104,2,1,0.5,0.347619047619047
105,5,5,1.0,0.347619047619047
107,1,0,0.0,0.2619047619047613
108,2,0,0.0,0.2619047619047613
109,4,2,0.5,0.2857142857142851
111,1,0,0.0,0.2857142857142851
112,1,1,1.0,0.42857142857142794
113,1,0,0.0,0.3571428571428565
117,2,0,0.0,0.21428571428571366
118,1,0,0.0,0.21428571428571366
123,2,0,0.0,0.21428571428571366
126,1,2,2.0,0.42857142857142794
127,1,0,0.0,0.42857142857142794
131,1,0,0.0,0.2857142857142851
135,1,2,2.0,0.5714285714285708
140,1,0,0.0,0.5714285714285708
141,1,0,0.0,0.5714285714285708
144,1,0,0.0,0.5714285714285708
145,1,1,1.0,0.42857142857142794
146,1,2,2.0,0.7142857142857136
160,1,0,0.0,0.7142857142857136
166,1,0,0.0,0.42857142857142794
174,1,0,0.0,0.42857142857142794
