"time","s","e","a","p","sym","sev","r","d"
0.0,4500,500,0,0,0,0,0,0
0.5,4500,500,0,0,0,0,0,0
1.0,4500,377,62,61,0,0,0,0
1.5,4483,394,62,61,0,0,0,0
2.0,4445,333,92,104,12,0,14,0
2.5,4399,376,92,107,12,0,14,0
3.0,4342,337,128,124,35,1,33,0
3.5,4309,361,133,127,36,1,33,0
4.0,4232,352,157,137,60,1,61,0
4.5,4172,388,167,147,62,1,63,0
5.0,4078,398,181,152,82,9,99,1
5.5,4025,423,192,164,84,10,101,1
6.0,3953,415,177,178,100,19,157,1
6.5,3906,428,187,189,110,20,159,1
7.0,3844,395,187,195,125,30,218,6
7.5,3786,416,192,210,131,30,228,7
8.0,3679,456,178,193,153,34,290,17
8.5,3608,489,187,196,167,36,300,17
9.0,3490,537,184,191,177,47,348,26
9.5,3426,551,200,191,186,55,365,26
10.0,3336,555,204,193,180,70,428,34
10.5,3273,559,217,211,187,76,441,36
11.0,3176,563,226,210,194,91,496,44
11.5,3100,573,238,225,202,91,522,49
12.0,2999,579,234,239,206,89,585,69
12.5,2963,535,250,258,212,95,614,73
13.0,2905,499,254,258,222,105,676,81
13.5,2848,491,260,257,238,113,707,86
14.0,2791,457,260,259,235,117,774,107
14.5,2729,465,254,260,236,122,816,118
15.0,2650,464,249,261,227,126,890,133
15.5,2600,456,246,258,243,134,923,140
16.0,2532,435,250,267,230,131,997,158
16.5,2493,414,249,268,225,135,1049,167
17.0,2422,405,254,273,217,137,1108,184
17.5,2383,399,238,269,229,140,1151,191
18.0,2331,391,224,246,245,134,1216,213
18.5,2280,392,225,250,238,143,1250,222
19.0,2215,381,231,244,246,138,1302,243
19.5,2175,375,233,227,254,144,1337,255
20.0,2127,364,229,215,256,156,1386,267
20.5,2100,352,220,204,259,155,1431,279
21.0,2062,330,206,208,251,151,1490,302
21.5,2032,319,202,209,241,153,1528,316
22.0,1976,320,207,191,238,163,1578,327
22.5,1944,318,199,188,229,158,1620,344
23.0,1910,299,178,175,229,152,1696,361
23.5,1881,300,172,163,226,155,1726,377
24.0,1840,288,167,160,221,154,1775,395
24.5,1823,263,170,168,214,149,1806,407
25.0,1792,245,168,162,211,145,1852,425
25.5,1769,226,170,168,212,137,1882,436
26.0,1737,219,154,169,191,145,1934,451
26.5,1727,201,137,172,180,153,1971,459
27.0,1699,189,126,176,166,143,2020,481
27.5,1687,182,120,157,168,144,2044,498
28.0,1663,161,114,170,155,137,2082,518
28.5,1654,147,117,164,138,144,2108,528
29.0,1629,153,108,140,151,130,2143,546
29.5,1613,151,100,127,151,121,2177,560
30.0,1591,133,90,122,154,122,2214,574
30.5,1581,129,84,116,150,114,2238,588
31.0,1566,116,74,108,152,111,2271,602
31.5,1555,114,70,104,147,113,2286,611
32.0,1545,95,74,91,139,120,2314,622
32.5,1528,100,70,81,143,121,2329,628
33.0,1513,101,60,74,135,117,2358,642
33.5,1501,98,56,73,131,107,2373,661
34.0,1484,100,50,67,118,108,2402,671
34.5,1478,97,43,70,109,103,2422,678
35.0,1460,96,44,70,94,105,2439,692
35.5,1450,95,44,69,92,96,2450,704
36.0,1441,85,43,68,86,90,2470,717
36.5,1431,85,42,68,86,90,2476,722
37.0,1417,89,45,59,78,83,2492,737
37.5,1406,83,52,57,81,73,2497,751
38.0,1396,79,54,51,77,71,2511,761
38.5,1391,80,49,48,64,75,2528,765
39.0,1376,82,47,50,58,64,2545,778
39.5,1366,78,49,51,60,60,2552,784
40.0,1358,74,42,50,54,58,2573,791
40.5,1354,72,43,47,50,60,2580,794
41.0,1349,64,44,38,55,54,2592,804
41.5,1343,60,43,38,50,54,2602,810
42.0,1337,50,43,41,48,53,2614,814
42.5,1332,45,42,38,49,50,2628,816
43.0,1322,47,40,36,48,45,2639,823
43.5,1317,45,40,32,51,37,2647,831
44.0,1312,43,41,25,50,29,2658,842
44.5,1310,43,36,24,45,29,2668,845
45.0,1307,36,38,25,37,31,2680,846
45.5,1301,39,37,25,30,30,2688,850
46.0,1298,38,29,21,29,28,2703,854
46.5,1295,38,27,20,27,28,2709,856
47.0,1291,37,24,18,25,31,2716,858
47.5,1288,36,22,17,25,32,2719,861
48.0,1285,34,20,17,25,25,2729,865
48.5,1284,28,22,20,22,27,2731,866
49.0,1280,28,22,18,18,28,2737,869
49.5,1276,25,23,17,21,25,2741,872
50.0,1276,19,23,18,20,23,2746,875
50.5,1276,14,26,16,21,23,2747,877
51.0,1273,14,23,16,18,22,2753,881
51.5,1271,13,20,17,15,20,2761,883
52.0,1270,12,17,15,16,19,2766,885
52.5,1268,14,10,15,14,17,2775,887
53.0,1266,13,8,15,16,16,2778,888
53.5,1265,14,7,13,17,13,2779,892
54.0,1261,15,6,12,14,15,2783,894
54.5,1261,13,6,10,16,16,2784,894
55.0,1259,13,6,8,16,16,2787,895
55.5,1258,12,6,9,16,15,2788,896
56.0,1257,10,7,9,15,11,2793,898
56.5,1255,9,8,9,16,10,2794,899
57.0,1255,8,8,9,14,8,2797,901
57.5,1255,6,9,9,14,8,2797,902
58.0,1255,5,8,10,11,7,2799,905
58.5,1254,6,7,7,12,8,2800,906
59.0,1253,5,8,8,11,7,2801,907
59.5,1253,5,6,8,10,6,2804,908
60.0,1253,3,3,7,12,6,2808,908
60.5,1253,3,2,6,11,7,2810,908
61.0,1253,3,2,6,9,8,2810,909
61.5,1253,2,2,7,5,8,2812,911
62.0,1253,1,2,7,5,9,2812,911
62.5,1253,0,3,6,6,8,2812,912
63.0,1252,1,1,5,5,10,2814,912
63.5,1251,2,1,3,6,10,2814,913
64.0,1250,3,1,1,7,10,2815,913
64.5,1250,3,1,1,7,8,2815,915
65.0,1249,3,1,2,6,9,2815,915
65.5,1249,2,2,2,4,10,2816,915
66.0,1249,2,2,0,5,7,2817,918
66.5,1248,3,0,0,4,6,2819,920
67.0,1248,2,0,1,2,6,2821,920
67.5,1248,2,0,1,1,6,2822,920
68.0,1248,2,0,0,2,4,2823,921
68.5,1248,1,1,0,1,4,2823,922
69.0,1248,0,2,0,1,3,2823,923
69.5,1248,0,2,0,1,3,2823,923
70.0,1248,0,2,0,0,2,2824,924
70.5,1248,0,2,0,0,2,2824,924
71.0,1248,0,2,0,0,2,2824,924
71.5,1248,0,2,0,0,2,2824,924
72.0,1247,1,2,0,0,2,2824,924
72.5,1247,1,2,0,0,1,2825,924
73.0,1247,1,2,0,0,1,2825,924
73.5,1246,2,2,0,0,1,2825,924
74.0,1246,2,2,0,0,1,2825,924
74.5,1246,1,1,1,0,1,2826,924
75.0,1246,1,1,1,0,1,2826,924
75.5,1246,1,1,0,1,1,2826,924
76.0,1246,1,0,0,1,1,2827,924
76.5,1246,1,0,0,1,1,2827,924
77.0,1246,1,0,0,1,1,2827,924
77.5,1246,1,0,0,1,1,2827,924
78.0,1246,0,0,1,1,0,2828,924
78.5,1245,1,0,1,1,0,2828,924
79.0,1245,1,0,0,2,0,2828,924
79.5,1245,0,1,0,2,0,2828,924
80.0,1244,1,1,0,2,0,2828,924
80.5,1244,1,1,0,2,0,2828,924
81.0,1244,0,2,0,2,0,2828,924
81.5,1244,0,1,0,1,0,2830,924
82.0,1244,0,1,0,1,0,2830,924
82.5,1244,0,1,0,1,0,2830,924
83.0,1244,0,0,0,0,0,2832,924
