"time","s","e","a","p","sym","sev","r","d"
0,9000,1000,0,0,0,0,0,0
1,8534,1231,103,132,0,0,0,0
2,8115,1381,231,224,28,0,21,0
3,7571,1566,351,347,82,3,80,0
4,6940,1810,454,456,141,16,183,0
5,6266,1997,587,596,216,25,309,4
6,5685,2071,703,690,303,55,487,6
7,5106,2063,824,800,422,80,689,16
8,4263,2312,902,866,544,134,947,32
9,3557,2370,979,966,660,186,1227,55
10,2965,2315,1024,1018,798,246,1546,88
11,2419,2201,1110,1061,855,322,1892,140
12,2024,1999,1105,1068,916,399,2285,204
13,1742,1697,1083,1059,961,452,2717,289
14,1453,1419,1073,1032,990,522,3134,377
15,1187,1241,1000,948,1055,541,3551,477
16,988,1052,905,872,1028,609,3957,589
17,814,856,825,778,990,659,4363,715
18,690,711,711,675,956,676,4729,852
19,597,565,586,606,908,666,5077,995
20,525,434,507,533,835,629,5392,1145
21,453,378,410,411,778,618,5673,1279
22,393,308,336,353,671,601,5943,1395
23,345,259,268,278,606,548,6175,1521
24,306,217,234,242,486,529,6343,1643
25,268,197,181,198,405,478,6518,1755
26,234,156,170,165,356,393,6653,1873
27,217,132,135,134,292,354,6779,1957
28,204,105,109,102,247,334,6871,2028
29,193,75,93,86,199,272,6963,2119
30,179,65,75,72,152,247,7031,2179
31,168,61,59,56,130,207,7088,2231
32,150,57,43,52,106,173,7148,2271
33,133,57,39,46,84,139,7190,2312
34,127,50,34,35,68,123,7224,2339
35,120,39,30,37,56,89,7253,2376
36,107,41,27,33,44,74,7276,2398
37,105,28,28,28,42,56,7296,2417
38,99,26,20,21,40,52,7314,2428
39,94,27,14,15,37,43,7331,2439
40,91,22,14,11,34,34,7343,2451
41,86,17,16,12,23,30,7357,2459
42,80,18,13,14,16,26,7366,2467
43,74,18,17,10,15,27,7369,2470
44,69,19,13,8,18,16,7379,2478
45,65,16,10,10,12,16,7390,2481
46,61,18,11,9,8,19,7391,2483
47,58,16,11,10,7,15,7396,2487
48,54,17,9,9,8,11,7401,2491
49,50,15,10,9,10,9,7403,2494
50,49,10,8,12,8,7,7407,2499
51,49,5,7,9,12,7,7412,2499
52,48,5,6,9,12,1,7417,2502
53,46,5,6,7,13,2,7419,2502
54,45,5,5,6,9,5,7423,2502
55,43,4,5,6,7,5,7427,2503
56,41,4,5,6,5,8,7428,2503
57,38,6,3,2,8,7,7431,2505
58,34,10,1,2,5,5,7434,2509
59,30,11,3,2,4,5,7435,2510
60,28,11,4,2,3,3,7438,2511
61,26,12,4,1,4,2,7439,2512
62,24,10,6,3,3,2,7439,2513
63,23,7,6,5,4,1,7440,2514
64,22,5,7,5,3,2,7441,2515
65,22,3,4,3,3,4,7446,2515
66,21,3,3,4,2,4,7447,2516
67,19,4,4,2,3,3,7447,2518
68,19,2,6,2,2,3,7448,2518
69,18,2,2,2,3,3,7452,2518
70,17,3,1,2,3,2,7453,2519
71,16,4,1,2,3,1,7453,2520
72,15,4,1,1,3,1,7455,2520
73,12,7,1,1,3,0,7455,2521
74,12,7,1,0,2,1,7456,2521
75,11,6,2,1,2,0,7457,2521
76,11,4,2,2,3,0,7457,2521
77,11,3,3,2,2,0,7458,2521
78,11,2,2,3,1,0,7460,2521
79,11,1,2,3,1,0,7461,2521
80,11,0,0,4,1,0,7463,2521
81,10,1,0,3,2,0,7463,2521
82,9,2,0,1,2,1,7464,2521
83,8,3,0,0,1,3,7464,2521
84,8,3,0,0,1,1,7464,2523
85,7,2,0,2,1,1,7464,2523
86,6,3,0,2,1,1,7464,2523
87,5,4,0,1,1,2,7464,2523
88,4,5,0,0,1,1,7465,2524
89,4,3,1,1,0,1,7465,2525
90,4,1,2,1,1,1,7465,2525
91,4,0,3,1,1,1,7465,2525
92,4,0,3,1,1,1,7465,2525
93,4,0,2,0,2,0,7466,2526
94,4,0,2,0,2,0,7466,2526
95,4,0,1,0,2,0,7467,2526
96,4,0,1,0,1,0,7468,2526
97,4,0,0,0,0,0,7470,2526
