"time","s","e","a","p","sym","sev","r","d"
0,9000,1000,0,0,0,0,0,0
1,8534,1231,103,132,0,0,0,0
2,8115,1381,231,224,28,0,21,0
3,7571,1566,351,347,82,3,80,0
4,6940,1810,454,456,141,16,183,0
5,6226,2038,589,593,220,22,308,4
6,5640,2105,715,681,325,49,477,8
7,5051,2099,851,792,411,95,685,16
8,4217,2324,912,877,524,148,969,29
9,3502,2394,988,966,625,197,1271,57
10,2949,2297,1034,1049,695,269,1615,92
11,2459,2119,1133,1083,788,317,1965,136
12,2052,1945,1114,1092,869,368,2362,198
13,1739,1691,1078,1048,952,441,2783,268
14,1474,1411,1008,1006,1042,478,3221,360
15,1213,1253,930,921,1054,535,3640,454
16,993,1066,896,868,1010,583,4013,571
17,827,866,799,798,965,646,4427,672
18,718,722,671,673,935,664,4817,800
19,611,596,579,560,905,647,5147,955
20,526,487,492,472,842,636,5463,1082
21,463,375,420,433,684,667,5746,1212
22,399,319,337,371,597,618,5989,1370
23,350,272,274,321,525,556,6207,1495
24,319,214,235,266,471,483,6379,1633
25,283,178,192,208,417,445,6528,1749
26,260,151,157,153,378,395,6666,1840
27,245,117,133,120,330,350,6764,1941
28,222,104,111,86,275,303,6871,2028
29,201,86,94,70,220,262,6970,2097
30,177,86,74,67,162,219,7051,2164
31,161,73,59,56,123,195,7118,2215
32,156,53,56,56,99,155,7155,2270
33,149,38,55,45,84,132,7193,2304
34,137,34,50,36,68,103,7229,2343
35,127,29,46,34,49,77,7259,2379
36,118,27,39,32,39,70,7279,2396
37,106,28,31,27,41,51,7301,2415
38,98,25,28,20,39,43,7317,2430
39,93,25,14,20,28,36,7339,2445
40,90,24,10,19,25,29,7352,2451
41,88,17,14,14,24,26,7358,2459
42,83,14,15,16,14,24,7369,2465
43,77,17,15,13,15,15,7373,2475
44,71,16,14,9,17,14,7383,2476
45,69,11,13,9,16,10,7392,2480
46,66,11,9,8,12,11,7400,2483
47,60,12,9,7,11,11,7405,2485
48,58,10,10,8,6,14,7408,2486
49,55,12,9,7,6,9,7412,2490
50,54,10,6,8,6,9,7415,2492
51,51,12,6,7,5,8,7416,2495
52,48,12,5,6,7,7,7419,2496
53,46,12,4,4,8,4,7423,2499
54,45,11,5,4,6,3,7425,2501
55,43,9,6,6,4,1,7429,2502
56,41,6,8,8,4,2,7429,2502
57,41,1,7,10,5,2,7432,2502
58,39,2,6,5,10,1,7434,2503
59,37,4,4,4,11,1,7436,2503
60,33,7,1,5,8,2,7440,2504
61,33,5,2,4,8,2,7441,2505
62,30,7,2,3,6,4,7443,2505
63,29,8,2,1,5,4,7445,2506
64,28,7,2,1,4,5,7447,2506
65,28,6,2,1,4,2,7448,2509
66,26,4,3,3,3,3,7449,2509
67,25,2,3,4,3,2,7451,2510
68,25,2,2,4,3,1,7453,2510
69,23,3,3,2,3,2,7453,2511
70,22,4,2,2,2,2,7455,2511
71,19,7,1,2,2,1,7456,2512
72,19,6,0,1,4,0,7457,2513
73,16,6,0,4,4,0,7457,2513
74,15,5,2,3,4,0,7458,2513
75,13,6,1,3,4,0,7460,2513
76,13,4,2,2,3,2,7461,2513
77,13,3,2,2,0,2,7464,2514
78,13,1,2,2,1,2,7465,2514
79,13,0,2,1,3,2,7465,2514
80,11,2,1,1,3,2,7466,2514
81,9,3,0,2,2,2,7468,2514
82,9,3,0,2,2,1,7469,2514
83,9,3,0,1,3,0,7470,2514
84,8,2,1,2,1,2,7470,2514
85,8,1,1,3,0,3,7470,2514
86,7,1,1,2,1,2,7471,2515
87,7,1,0,1,1,3,7472,2515
88,7,1,0,0,2,1,7473,2516
89,7,1,0,0,2,1,7473,2516
90,7,1,0,0,2,1,7473,2516
91,7,1,0,0,0,2,7473,2517
92,7,1,0,0,0,2,7473,2517
93,7,1,0,0,0,2,7473,2517
94,7,0,1,0,0,2,7473,2517
95,7,0,1,0,0,1,7473,2518
96,7,0,1,0,0,0,7473,2519
97,7,0,0,0,0,0,7474,2519
