"time","s","e","a","p","sym","sev","r","d"
0,9000,1000,0,0,0,0,0,0
1,8534,1231,103,132,0,0,0,0
2,8115,1381,231,224,28,0,21,0
3,7571,1566,351,347,82,3,80,0
4,6940,1810,454,456,141,16,183,0
5,6226,2038,589,593,220,22,308,4
6,5640,2105,715,681,325,49,477,8
7,5051,2099,851,792,411,95,685,16
8,4236,2305,916,873,523,146,972,29
9,3511,2387,968,986,622,193,1280,53
10,2964,2290,1017,1045,736,264,1604,80
11,2475,2117,1087,1098,810,319,1966,128
12,2076,1937,1085,1088,900,378,2353,183
13,1788,1656,1070,1056,973,438,2759,260
14,1516,1383,1028,1021,999,517,3190,346
15,1262,1232,943,904,1036,595,3601,427
16,1028,1062,896,849,946,659,4026,534
17,855,867,821,768,950,625,4430,684
18,720,748,682,659,947,633,4809,802
19,619,614,579,558,873,665,5182,910
20,537,500,471,478,794,662,5506,1052
21,470,390,412,423,701,639,5768,1197
22,419,316,335,347,619,595,6020,1349
23,368,263,296,295,534,542,6213,1489
24,332,208,249,257,452,484,6391,1627
25,292,181,190,207,386,455,6560,1729
26,262,154,162,154,363,381,6686,1838
27,234,134,136,125,302,344,6797,1928
28,210,114,111,109,249,313,6889,2005
29,188,95,91,92,202,280,6969,2083
30,173,81,68,73,175,230,7049,2151
31,161,64,62,67,139,181,7114,2212
32,150,47,64,59,112,161,7158,2249
33,133,54,52,48,94,145,7193,2281
34,123,51,39,37,76,128,7233,2313
35,119,41,32,33,60,111,7269,2335
36,105,35,34,35,46,94,7291,2360
37,95,37,31,29,40,74,7305,2389
38,90,34,27,21,41,58,7322,2407
39,83,33,21,13,39,46,7344,2421
40,79,30,19,12,32,39,7356,2433
41,76,27,21,8,24,32,7366,2446
42,71,24,20,8,24,24,7374,2455
43,65,20,21,11,20,16,7384,2463
44,63,14,21,9,18,17,7392,2466
45,61,13,15,7,12,20,7404,2468
46,59,12,14,6,11,13,7414,2471
47,53,15,11,7,10,10,7420,2474
48,51,14,8,6,10,8,7426,2477
49,50,8,9,6,10,7,7431,2479
50,47,9,10,5,8,7,7433,2481
51,46,4,11,6,6,3,7440,2484
52,44,5,10,5,4,4,7443,2485
53,42,5,10,3,4,6,7445,2485
54,40,5,7,3,4,3,7450,2488
55,37,7,3,3,5,3,7454,2488
56,34,9,2,4,5,2,7456,2488
57,33,9,3,3,6,2,7456,2488
58,31,9,3,3,6,2,7458,2488
59,29,10,4,2,7,0,7459,2489
60,29,7,3,2,3,4,7463,2489
61,26,9,2,0,3,4,7466,2490
62,25,7,3,1,2,4,7467,2491
63,22,7,4,2,2,4,7468,2491
64,22,5,6,1,2,4,7468,2492
65,19,8,5,1,2,3,7469,2493
66,17,8,4,2,0,2,7473,2494
67,17,5,5,1,2,1,7474,2495
68,17,5,3,0,3,0,7477,2495
69,17,4,3,0,2,1,7478,2495
70,17,2,4,1,2,1,7478,2495
71,17,1,4,2,2,1,7478,2495
72,16,1,2,2,2,1,7481,2495
73,15,2,1,1,3,1,7482,2495
74,15,2,1,1,2,1,7483,2495
75,14,3,1,0,1,2,7483,2496
76,14,2,1,1,1,1,7483,2497
77,12,2,2,2,1,1,7483,2497
78,11,3,1,1,2,1,7484,2497
79,11,1,2,2,2,1,7484,2497
80,11,1,0,2,2,1,7486,2497
81,10,2,0,2,1,0,7488,2497
82,10,1,1,2,1,0,7488,2497
83,9,2,1,1,1,1,7488,2497
84,9,2,1,0,2,1,7488,2497
85,8,2,1,1,2,1,7488,2497
86,8,0,2,2,2,1,7488,2497
87,8,0,2,1,2,2,7488,2497
88,8,0,0,1,1,3,7490,2497
89,7,1,0,1,1,3,7490,2497
90,7,1,0,1,1,3,7490,2497
91,7,1,0,1,0,2,7492,2497
92,7,1,0,0,1,1,7492,2498
93,7,0,0,1,1,0,7492,2499
94,7,0,0,1,1,0,7492,2499
95,7,0,0,1,0,1,7492,2499
96,7,0,0,1,0,1,7492,2499
97,7,0,0,1,0,1,7492,2499
98,7,0,0,1,0,1,7492,2499
99,7,0,0,0,1,1,7492,2499
100,7,0,0,0,0,2,7492,2499
101,7,0,0,0,0,1,7492,2500
102,7,0,0,0,0,0,7492,2501
