"time","s","e","a","p","sym","sev","r","d"
0,9000,1000,0,0,0,0,0,0
1,8534,1231,103,132,0,0,0,0
2,8115,1381,231,224,28,0,21,0
3,7571,1566,351,347,82,3,80,0
4,6940,1810,454,456,141,16,183,0
5,6226,2038,589,593,220,22,308,4
6,5640,2105,715,681,325,49,477,8
7,5051,2099,851,792,411,95,685,16
8,4217,2324,912,877,524,148,969,29
9,3489,2405,992,966,623,207,1265,53
10,2951,2292,1027,1041,717,257,1628,87
11,2446,2122,1124,1103,788,322,1957,138
12,2038,1948,1098,1090,889,389,2348,200
13,1735,1682,1063,1062,961,441,2775,281
14,1466,1404,1011,1038,975,532,3209,365
15,1218,1222,958,947,1001,584,3613,457
16,1016,1043,890,849,996,610,4012,584
17,861,828,807,795,962,590,4424,733
18,724,705,690,692,920,632,4786,851
19,603,601,586,598,862,651,5113,986
20,520,498,507,519,776,637,5422,1121
21,451,398,432,422,726,588,5722,1261
22,399,313,362,336,672,532,5995,1391
23,343,275,288,276,569,524,6223,1502
24,311,220,226,227,484,486,6437,1609
25,278,172,193,202,420,416,6596,1723
26,253,142,150,159,370,374,6729,1823
27,229,111,137,126,301,345,6849,1902
28,214,94,103,107,237,309,6952,1984
29,193,79,77,98,202,245,7048,2058
30,176,70,62,77,162,207,7120,2126
31,165,65,42,58,135,170,7187,2178
32,157,56,36,47,103,152,7232,2217
33,149,52,27,36,85,124,7275,2252
34,142,38,27,30,72,101,7300,2290
35,133,30,32,31,69,75,7312,2318
36,124,30,26,28,49,71,7333,2339
37,116,21,29,24,47,63,7350,2350
38,111,22,24,18,38,53,7368,2366
39,107,19,18,15,34,45,7385,2377
40,103,19,17,12,26,37,7395,2391
41,102,13,17,12,21,30,7404,2401
42,95,17,12,9,21,26,7413,2407
43,90,17,15,7,17,21,7417,2416
44,87,14,14,9,14,20,7422,2420
45,81,15,12,11,10,17,7429,2425
46,79,12,10,12,12,8,7436,2431
47,76,10,11,11,10,8,7440,2434
48,67,17,10,8,14,8,7441,2435
49,61,17,11,7,13,8,7447,2436
50,57,16,5,9,11,9,7455,2438
51,50,17,5,11,10,7,7460,2440
52,46,17,8,10,9,5,7463,2442
53,44,15,8,10,12,5,7464,2442
54,43,12,9,9,11,5,7468,2443
55,38,14,7,8,9,6,7474,2444
56,36,14,7,6,11,2,7475,2449
57,33,16,5,4,8,6,7479,2449
58,32,11,4,7,7,7,7483,2449
59,31,9,2,7,7,6,7487,2451
60,30,6,2,7,8,6,7489,2452
61,29,7,2,5,8,5,7490,2454
62,26,7,5,3,7,4,7493,2455
63,25,5,3,5,7,3,7496,2456
64,24,4,4,3,7,3,7499,2456
65,23,5,3,2,5,4,7501,2457
66,21,5,3,4,3,5,7502,2457
67,20,4,2,4,3,4,7505,2458
68,19,4,2,1,4,4,7507,2459
69,19,2,4,1,3,2,7508,2461
70,19,2,4,1,3,2,7508,2461
71,19,2,3,0,4,2,7509,2461
72,16,4,3,1,2,3,7510,2461
73,15,3,3,1,2,2,7512,2462
74,15,3,3,1,2,1,7512,2463
75,14,4,3,1,1,2,7512,2463
76,14,3,2,1,0,2,7514,2464
77,14,3,1,1,0,1,7516,2464
78,14,2,2,1,0,1,7516,2464
79,14,1,2,1,0,1,7517,2464
80,14,0,3,0,1,1,7517,2464
81,13,1,3,0,1,1,7517,2464
82,12,2,2,0,0,2,7518,2464
83,10,4,1,0,0,2,7519,2464
84,10,3,1,1,0,1,7520,2464
85,10,2,1,1,0,1,7521,2464
86,10,2,1,1,0,0,7522,2464
87,10,1,2,1,0,0,7522,2464
88,10,1,1,0,1,0,7523,2464
89,10,0,1,1,1,0,7523,2464
90,10,0,1,1,1,0,7523,2464
91,10,0,0,1,1,0,7524,2464
92,10,0,0,1,1,0,7524,2464
93,10,0,0,1,0,1,7524,2464
94,10,0,0,1,0,1,7524,2464
95,10,0,0,0,1,1,7524,2464
96,10,0,0,0,1,1,7524,2464
97,10,0,0,0,0,1,7524,2465
98,10,0,0,0,0,1,7524,2465
99,10,0,0,0,0,1,7524,2465
100,10,0,0,0,0,1,7524,2465
101,10,0,0,0,0,1,7524,2465
102,10,0,0,0,0,1,7524,2465
103,10,0,0,0,0,0,7524,2466
