"time","s","e","a","p","sym","sev","r","d"
0,9000,1000,0,0,0,0,0,0
1,8534,1231,103,132,0,0,0,0
2,8115,1381,231,224,28,0,21,0
3,7571,1566,351,347,82,3,80,0
4,6940,1810,454,456,141,16,183,0
5,6226,2038,589,593,220,22,308,4
6,5654,2090,705,695,317,53,478,8
7,5060,2096,835,811,405,92,682,19
8,4245,2308,923,873,524,138,956,33
9,3517,2390,985,977,617,209,1252,53
10,2965,2287,1042,1046,718,282,1574,86
11,2447,2151,1112,1079,811,352,1928,120
12,2019,1990,1098,1078,892,405,2335,183
13,1714,1716,1067,1056,969,449,2763,266
14,1446,1417,1067,1035,981,506,3181,367
15,1169,1258,973,959,1019,539,3607,476
16,974,1057,906,869,998,609,4015,572
17,811,865,822,800,944,641,4415,702
18,684,732,692,693,943,637,4775,844
19,587,578,574,595,925,612,5147,982
20,505,473,482,485,847,625,5471,1112
21,439,382,381,417,748,614,5772,1247
22,365,320,338,350,629,584,6030,1384
23,314,264,289,276,578,534,6224,1521
24,284,227,231,237,486,511,6403,1621
25,246,192,197,199,407,460,6557,1742
26,225,145,164,174,315,432,6709,1836
27,204,114,130,138,278,360,6835,1941
28,191,90,107,115,230,304,6935,2028
29,173,80,76,94,193,238,7035,2111
30,151,74,64,83,152,222,7090,2164
31,138,63,58,63,140,184,7139,2215
32,136,42,49,53,118,148,7193,2261
33,131,27,44,49,98,126,7223,2302
34,121,32,32,37,85,98,7262,2333
35,114,28,25,32,70,97,7284,2350
36,108,22,22,22,58,77,7314,2377
37,101,26,19,14,47,67,7328,2398
38,96,21,15,16,34,53,7346,2419
39,94,18,15,13,29,40,7357,2434
40,88,19,14,10,21,34,7369,2445
41,85,15,12,9,18,24,7377,2460
42,80,14,10,9,16,17,7386,2468
43,73,17,9,7,16,14,7391,2473
44,72,9,10,10,10,14,7398,2477
45,67,9,12,8,11,10,7402,2481
46,62,12,11,5,13,7,7405,2485
47,60,12,6,5,10,9,7412,2486
48,55,14,6,7,9,8,7414,2487
49,52,13,6,6,9,7,7418,2489
50,46,15,7,7,7,7,7420,2491
51,43,16,6,7,5,10,7422,2491
52,41,10,9,7,6,8,7426,2493
53,40,9,10,5,6,10,7427,2493
54,37,9,10,5,6,8,7431,2494
55,35,9,10,4,6,6,7432,2498
56,33,8,7,3,6,7,7438,2498
57,32,6,7,1,7,4,7442,2501
58,30,6,7,3,4,6,7443,2501
59,28,8,5,3,2,5,7447,2502
60,26,8,2,5,0,5,7451,2503
61,24,7,3,7,0,4,7451,2504
62,19,10,3,5,3,3,7453,2504
63,18,10,1,4,3,1,7458,2505
64,17,7,4,5,3,0,7458,2506
65,15,3,6,7,4,0,7459,2506
66,15,1,6,5,6,0,7461,2506
67,14,2,4,4,6,0,7464,2506
68,14,1,5,3,5,2,7464,2506
69,14,1,5,1,5,4,7464,2506
70,14,0,5,2,3,5,7464,2507
71,14,0,4,2,1,6,7465,2508
72,14,0,1,1,1,7,7468,2508
73,14,0,1,0,2,6,7468,2509
74,13,1,1,0,1,3,7472,2509
75,11,3,1,0,0,3,7472,2510
76,11,2,1,0,0,2,7473,2511
77,10,1,1,2,0,1,7473,2512
78,9,2,1,2,0,0,7474,2512
79,9,2,0,1,1,0,7475,2512
80,9,1,1,0,1,0,7476,2512
81,9,1,1,0,1,0,7476,2512
82,9,1,1,0,1,0,7476,2512
83,9,0,0,1,1,0,7477,2512
84,9,0,0,1,1,0,7477,2512
85,9,0,0,0,1,1,7477,2512
86,9,0,0,0,1,1,7477,2512
87,9,0,0,0,1,0,7477,2513
88,8,1,0,0,0,1,7477,2513
89,8,1,0,0,0,1,7477,2513
90,8,1,0,0,0,1,7477,2513
91,8,1,0,0,0,1,7477,2513
92,8,1,0,0,0,1,7477,2513
93,8,0,0,1,0,0,7478,2513
94,8,0,0,1,0,0,7478,2513
95,8,0,0,1,0,0,7478,2513
96,8,0,0,1,0,0,7478,2513
97,8,0,0,1,0,0,7478,2513
98,8,0,0,1,0,0,7478,2513
99,8,0,0,1,0,0,7478,2513
100,8,0,0,0,1,0,7478,2513
101,8,0,0,0,0,0,7479,2513
