"time","s","e","a","p","sym","sev","r","d"
0,9000,1000,0,0,0,0,0,0
1,8534,1231,103,132,0,0,0,0
2,8115,1381,231,224,28,0,21,0
3,7571,1566,351,347,82,3,80,0
4,6940,1810,454,456,141,16,183,0
5,6226,2038,589,593,220,22,308,4
6,5640,2105,715,681,325,49,477,8
7,5051,2099,851,792,411,95,685,16
8,4217,2324,912,877,524,148,969,29
9,3489,2405,992,966,623,207,1265,53
10,2951,2292,1027,1041,717,257,1628,87
11,2442,2127,1133,1096,796,332,1944,130
12,2052,1931,1111,1084,886,407,2338,191
13,1771,1640,1081,1051,968,479,2747,263
14,1502,1366,1022,1022,1027,522,3178,361
15,1252,1181,956,960,1021,577,3587,466
16,1024,1037,887,857,1033,583,3992,587
17,860,842,813,762,993,605,4416,709
18,730,716,697,645,951,625,4791,845
19,619,594,602,550,901,635,5127,972
20,542,468,511,483,807,650,5443,1096
21,477,382,403,405,722,629,5747,1235
22,405,320,354,335,628,621,5980,1357
23,354,270,301,270,533,570,6212,1490
24,319,196,274,247,448,505,6396,1615
25,293,148,232,196,391,456,6553,1731
26,263,128,187,153,355,399,6687,1828
27,236,117,136,115,309,344,6816,1927
28,221,90,101,98,240,319,6928,2003
29,210,75,83,85,186,285,7005,2071
30,194,63,72,76,143,249,7067,2136
31,184,52,60,59,119,198,7133,2195
32,167,52,44,48,107,153,7178,2251
33,159,47,33,45,76,133,7219,2288
34,150,41,32,36,69,108,7243,2321
35,140,40,30,30,57,75,7273,2355
36,136,32,23,31,36,70,7299,2373
37,128,27,24,25,39,51,7321,2385
38,121,25,24,20,38,36,7337,2399
39,114,26,22,19,29,39,7343,2408
40,108,25,16,17,23,38,7357,2416
41,106,24,8,13,18,39,7369,2423
42,101,24,9,11,18,40,7372,2425
43,95,21,9,14,16,33,7378,2434
44,91,18,9,17,13,27,7383,2442
45,87,15,13,14,13,21,7392,2445
46,83,12,12,19,11,16,7397,2450
47,78,12,13,16,9,15,7403,2454
48,70,12,13,12,12,11,7412,2458
49,69,12,10,8,14,9,7416,2462
50,64,11,9,11,11,8,7421,2465
51,61,10,9,12,9,8,7423,2468
52,56,12,5,11,10,9,7428,2469
53,51,13,4,10,10,8,7435,2469
54,50,13,3,9,10,7,7437,2471
55,47,10,3,11,8,6,7441,2474
56,46,9,3,7,12,5,7441,2477
57,45,8,1,8,9,7,7444,2478
58,43,5,3,9,8,9,7444,2479
59,41,4,5,7,5,8,7450,2480
60,40,2,7,7,5,6,7451,2482
61,39,3,3,3,7,4,7456,2485
62,38,3,4,3,4,3,7457,2488
63,34,6,4,2,4,2,7459,2489
64,32,8,4,0,6,2,7459,2489
65,31,7,2,2,3,5,7461,2489
66,29,6,4,2,3,3,7464,2489
67,29,5,3,2,2,3,7467,2489
68,29,3,3,4,1,3,7468,2489
69,26,5,4,4,0,2,7468,2491
70,25,6,4,1,3,1,7468,2492
71,25,6,3,1,3,1,7469,2492
72,24,4,3,3,3,1,7470,2492
73,24,3,3,4,3,1,7470,2492
74,21,5,2,2,4,2,7472,2492
75,19,5,3,2,4,1,7472,2494
76,17,3,3,4,3,1,7475,2494
77,17,1,4,4,3,1,7475,2495
78,16,1,3,4,2,1,7477,2496
79,16,1,3,2,4,1,7477,2496
80,15,2,2,2,2,3,7478,2496
81,14,3,2,1,3,3,7478,2496
82,13,4,1,1,3,2,7479,2497
83,11,3,3,1,3,1,7480,2498
84,11,1,3,3,2,2,7480,2498
85,10,2,3,1,4,2,7480,2498
86,10,2,3,1,2,2,7481,2499
87,8,4,2,1,2,2,7482,2499
88,8,3,2,1,2,3,7482,2499
89,8,1,2,2,0,5,7483,2499
90,8,0,2,2,0,3,7485,2500
91,8,0,1,0,2,1,7486,2502
92,8,0,0,0,2,1,7487,2502
93,8,0,0,0,1,1,7487,2503
94,8,0,0,0,1,1,7487,2503
95,8,0,0,0,1,0,7487,2504
96,8,0,0,0,1,0,7487,2504
97,8,0,0,0,0,1,7487,2504
98,8,0,0,0,0,0,7488,2504
