"time","s","e","a","p","sym","sev","r","d"
0,9000,1000,0,0,0,0,0,0
1,8534,1231,103,132,0,0,0,0
2,8115,1381,231,224,28,0,21,0
3,7571,1566,351,347,82,3,80,0
4,6940,1810,454,456,141,16,183,0
5,6226,2038,589,593,220,22,308,4
6,5640,2105,715,681,325,49,477,8
7,5051,2099,851,792,411,95,685,16
8,4217,2324,912,877,524,148,969,29
9,3489,2405,992,966,623,207,1265,53
10,2951,2292,1027,1041,717,257,1628,87
11,2446,2122,1124,1103,788,322,1957,138
12,2038,1948,1098,1090,889,389,2348,200
13,1735,1682,1063,1062,961,441,2775,281
14,1468,1397,1020,1026,1019,517,3192,361
15,1213,1217,988,928,1043,587,3571,453
16,997,1048,928,820,1054,601,3969,583
17,809,863,841,761,1006,623,4385,712
18,700,715,710,638,963,659,4775,840
19,601,571,590,570,897,660,5136,975
20,531,462,498,482,830,626,5449,1122
21,469,359,420,420,738,604,5735,1255
22,390,307,369,347,672,567,5951,1397
23,342,258,295,274,590,551,6181,1509
24,310,199,233,244,490,496,6390,1638
25,279,166,191,194,406,446,6555,1763
26,256,140,159,162,341,401,6681,1860
27,235,114,121,137,291,352,6802,1948
28,218,89,100,112,238,311,6905,2027
29,203,81,81,84,198,265,6990,2098
30,193,64,70,70,164,224,7055,2160
31,177,58,68,49,124,197,7114,2213
32,162,53,53,45,95,158,7166,2268
33,148,53,43,33,75,134,7210,2304
34,133,59,38,22,65,117,7235,2331
35,128,48,38,23,49,96,7259,2359
36,122,36,30,28,42,77,7288,2377
37,112,34,28,23,38,64,7310,2391
38,109,26,21,24,33,43,7337,2407
39,102,23,17,23,30,35,7351,2419
40,97,18,15,19,30,25,7365,2431
41,94,16,11,19,25,16,7380,2439
42,88,19,8,14,24,15,7389,2443
43,80,25,7,11,19,15,7396,2447
44,75,23,8,12,13,18,7402,2449
45,68,22,15,11,13,12,7403,2456
46,63,23,13,10,14,11,7409,2457
47,58,20,11,12,11,11,7417,2460
48,53,18,10,12,13,10,7421,2463
49,52,17,8,11,14,8,7424,2466
50,48,16,8,10,10,10,7430,2468
51,42,21,5,5,12,5,7440,2470
52,38,19,6,7,11,6,7442,2471
53,35,15,9,9,7,8,7444,2473
54,35,13,7,11,6,8,7447,2473
55,35,9,6,9,9,10,7449,2473
56,33,7,8,10,7,8,7451,2476
57,31,7,7,7,10,4,7456,2478
58,27,6,8,5,13,3,7459,2479
59,27,6,5,4,10,7,7462,2479
60,27,4,4,3,10,6,7465,2481
61,27,4,3,3,7,7,7466,2483
62,26,4,3,2,3,9,7468,2485
63,21,7,2,3,4,6,7469,2488
64,19,8,3,3,3,5,7469,2490
65,19,4,3,5,4,3,7471,2491
66,18,5,2,3,4,3,7472,2493
67,17,5,1,4,2,5,7473,2493
68,16,4,1,4,3,3,7474,2495
69,16,3,1,3,5,1,7475,2496
70,15,3,1,1,5,2,7477,2496
71,15,3,1,1,2,5,7477,2496
72,14,2,2,2,0,5,7477,2498
73,14,2,1,2,0,3,7478,2500
74,14,1,1,2,1,2,7478,2501
75,14,0,1,1,3,2,7478,2501
76,13,1,1,1,1,1,7479,2503
77,12,2,1,1,1,1,7479,2503
78,12,2,1,1,1,1,7479,2503
79,11,3,1,1,1,1,7479,2503
80,10,4,0,1,0,2,7480,2503
81,9,2,2,1,1,1,7481,2503
82,8,3,0,1,0,1,7484,2503
83,8,2,0,1,1,0,7484,2504
84,8,2,0,1,1,0,7484,2504
85,8,1,0,2,0,1,7484,2504
86,7,1,0,3,0,1,7484,2504
87,7,1,0,3,0,1,7484,2504
88,6,2,0,2,1,0,7485,2504
89,6,2,0,1,2,0,7485,2504
90,6,1,0,1,1,1,7486,2504
91,6,1,0,1,1,0,7486,2505
92,6,1,0,0,2,0,7486,2505
93,6,1,0,0,2,0,7486,2505
94,6,0,0,1,0,1,7487,2505
95,6,0,0,1,0,0,7488,2505
96,6,0,0,0,1,0,7488,2505
97,6,0,0,0,1,0,7488,2505
98,6,0,0,0,0,1,7488,2505
99,6,0,0,0,0,0,7488,2506
