"time","s","e","a","p","sym","sev","r","d"
0,9000,1000,0,0,0,0,0,0
1,8534,1231,103,132,0,0,0,0
2,8115,1381,231,224,28,0,21,0
3,7571,1566,351,347,83,3,79,0
4,6938,1812,465,447,140,18,180,0
5,6260,2003,597,584,222,29,302,3
6,5661,2087,715,682,308,51,486,10
7,5059,2102,807,818,403,83,709,19
8,4268,2292,897,895,522,136,955,35
9,3555,2361,969,995,629,184,1244,63
10,3006,2257,1005,1063,739,251,1588,91
11,2503,2116,1061,1085,816,320,1967,132
12,2092,1935,1077,1104,911,367,2320,194
13,1777,1716,1044,1064,951,446,2734,268
14,1526,1403,992,1063,1002,497,3153,364
15,1253,1222,918,1009,998,571,3584,445
16,1032,1045,840,911,1017,602,4005,548
17,862,863,786,800,1006,629,4380,674
18,723,722,688,695,952,643,4768,809
19,611,607,591,578,894,665,5111,943
20,528,493,516,462,852,639,5429,1081
21,474,383,456,406,723,614,5711,1233
22,409,322,348,364,612,608,5982,1355
23,363,258,290,309,533,539,6213,1495
24,313,221,242,248,459,513,6413,1591
25,283,189,189,193,376,454,6603,1713
26,264,147,163,161,316,418,6716,1815
27,234,128,130,129,274,366,6838,1901
28,212,105,116,100,221,331,6931,1984
29,193,88,95,86,187,285,7012,2054
30,178,73,85,78,153,236,7078,2119
31,164,65,66,54,144,190,7141,2176
32,152,51,60,44,125,153,7198,2217
33,142,51,50,37,99,132,7237,2252
34,133,43,49,38,73,107,7270,2287
35,128,37,35,37,45,97,7307,2314
36,120,28,25,34,39,79,7337,2338
37,110,31,19,31,32,66,7355,2356
38,103,25,20,29,37,47,7370,2369
39,98,24,19,24,35,36,7381,2383
40,94,16,18,22,34,29,7394,2393
41,89,18,16,15,32,26,7403,2401
42,84,20,14,7,29,27,7412,2407
43,80,19,9,7,23,25,7423,2414
44,75,15,13,10,19,20,7427,2421
45,71,17,7,10,13,17,7440,2425
46,65,19,6,9,13,16,7446,2426
47,61,20,5,9,12,9,7453,2431
48,57,21,8,6,13,4,7457,2434
49,54,19,4,10,6,8,7464,2435
50,49,19,5,9,5,7,7468,2438
51,47,16,8,7,5,8,7470,2439
52,45,13,8,6,9,5,7473,2441
53,40,12,6,7,10,3,7479,2443
54,40,9,5,4,7,6,7485,2444
55,39,8,5,4,7,6,7486,2445
56,33,12,5,4,6,6,7488,2446
57,30,8,4,7,6,6,7492,2447
58,29,8,4,5,7,3,7494,2450
59,29,7,3,3,9,2,7496,2451
60,28,7,2,3,5,4,7500,2451
61,28,5,2,3,6,3,7501,2452
62,27,6,2,2,5,3,7502,2453
63,25,4,3,3,5,3,7504,2453
64,21,6,4,3,3,5,7505,2453
65,21,5,2,2,3,2,7510,2455
66,17,8,2,2,3,1,7511,2456
67,17,8,1,2,2,1,7513,2456
68,15,6,3,3,3,0,7513,2457
69,14,5,3,3,3,0,7515,2457
70,14,4,3,3,2,1,7516,2457
71,12,3,5,2,3,2,7516,2457
72,12,2,3,3,2,2,7519,2457
73,12,2,2,1,3,2,7520,2458
74,12,2,1,0,4,2,7521,2458
75,12,2,1,0,3,2,7522,2458
76,12,2,1,0,3,1,7523,2458
77,12,0,2,1,2,1,7524,2458
78,11,1,2,1,1,1,7524,2459
79,10,1,1,1,1,1,7525,2460
80,10,1,1,1,0,2,7525,2460
81,9,2,0,1,0,1,7526,2461
82,9,1,1,0,1,1,7526,2461
83,9,1,0,0,1,1,7527,2461
84,9,0,1,0,1,0,7527,2462
85,9,0,1,0,0,0,7528,2462
86,9,0,1,0,0,0,7528,2462
87,8,1,1,0,0,0,7528,2462
88,8,1,1,0,0,0,7528,2462
89,8,1,0,0,0,0,7529,2462
90,8,1,0,0,0,0,7529,2462
91,8,1,0,0,0,0,7529,2462
92,8,1,0,0,0,0,7529,2462
93,8,0,0,1,0,0,7529,2462
94,8,0,0,1,0,0,7529,2462
95,8,0,0,1,0,0,7529,2462
96,8,0,0,1,0,0,7529,2462
97,8,0,0,1,0,0,7529,2462
98,8,0,0,1,0,0,7529,2462
99,8,0,0,1,0,0,7529,2462
100,8,0,0,0,1,0,7529,2462
101,8,0,0,0,0,1,7529,2462
102,8,0,0,0,0,0,7529,2463
