"time","s","e","a","p","sym","sev","r","d"
0.0,4500,500,0,0,0,0,0,0
0.5,4500,500,0,0,0,0,0,0
1.0,4500,377,68,55,0,0,0,0
1.5,4480,397,68,55,0,0,0,0
2.0,4436,346,102,88,9,0,19,0
2.5,4392,386,104,90,9,0,19,0
3.0,4333,372,113,105,29,1,47,0
3.5,4294,394,125,110,29,1,47,0
4.0,4233,369,135,130,45,4,83,1
4.5,4193,390,144,137,45,4,86,1
5.0,4102,399,161,139,68,11,117,3
5.5,4063,416,168,150,70,11,119,3
6.0,4004,387,173,170,85,20,157,4
6.5,3963,392,180,186,91,20,164,4
7.0,3892,387,173,188,113,28,210,9
7.5,3817,423,192,193,117,32,217,9
8.0,3709,435,203,203,125,44,267,14
8.5,3633,463,209,213,140,44,284,14
9.0,3526,507,198,196,166,50,332,25
9.5,3464,517,204,210,177,54,349,25
10.0,3374,520,202,221,183,62,406,32
10.5,3282,562,212,231,190,65,423,35
11.0,3188,557,225,242,195,71,478,44
11.5,3113,570,234,251,202,80,505,45
12.0,3023,559,250,248,208,91,566,55
12.5,2980,546,247,255,214,100,597,61
13.0,2904,534,250,255,211,123,650,73
13.5,2866,500,258,272,218,129,681,76
14.0,2803,489,245,272,210,133,750,98
14.5,2727,499,250,281,216,135,789,103
15.0,2630,520,238,262,231,143,858,118
15.5,2579,503,242,261,253,143,892,127
16.0,2503,485,245,259,250,136,966,156
16.5,2455,481,242,256,259,139,1003,165
17.0,2400,463,247,242,270,138,1056,184
17.5,2359,440,253,241,267,148,1102,190
18.0,2290,428,242,246,248,152,1182,212
18.5,2251,416,242,233,262,150,1222,224
19.0,2187,392,254,230,270,148,1276,243
19.5,2157,364,261,224,268,162,1312,252
20.0,2111,353,253,211,257,156,1388,271
20.5,2081,345,234,203,251,165,1437,284
21.0,2041,320,223,216,242,161,1490,307
21.5,2005,324,218,214,221,169,1527,322
22.0,1957,305,218,212,213,170,1580,345
22.5,1927,285,222,217,214,158,1617,360
23.0,1884,276,209,197,220,145,1683,386
23.5,1855,278,192,192,212,139,1729,403
24.0,1818,256,178,193,204,136,1791,424
24.5,1796,240,175,188,211,130,1826,434
25.0,1763,225,173,186,195,133,1878,447
25.5,1738,222,159,176,198,129,1919,459
26.0,1712,211,154,152,206,132,1959,474
26.5,1690,209,148,155,195,133,1985,485
27.0,1664,199,131,153,187,133,2034,499
27.5,1655,181,133,143,185,136,2057,510
28.0,1625,181,131,124,188,129,2092,530
28.5,1608,183,120,108,187,123,2131,540
29.0,1582,167,120,109,177,122,2169,554
29.5,1566,163,121,107,177,123,2179,564
30.0,1543,163,110,107,155,130,2214,578
30.5,1534,153,101,94,153,134,2240,591
31.0,1519,134,94,93,144,127,2276,613
31.5,1503,132,93,90,131,126,2298,627
32.0,1485,129,86,82,122,127,2332,637
32.5,1477,121,87,79,110,122,2355,649
33.0,1454,126,76,71,109,113,2386,665
33.5,1446,115,75,71,104,108,2401,680
34.0,1423,115,72,73,96,102,2429,690
34.5,1413,110,66,73,97,88,2448,705
35.0,1402,99,73,67,97,73,2469,720
35.5,1394,93,77,63,88,75,2485,725
36.0,1385,75,76,64,79,71,2510,740
36.5,1374,74,73,65,74,73,2521,746
37.0,1364,71,70,54,78,71,2535,757
37.5,1355,74,69,48,78,66,2543,767
38.0,1348,71,62,45,70,58,2567,779
38.5,1343,67,53,43,69,52,2583,790
39.0,1340,56,49,37,72,54,2598,794
39.5,1338,49,49,35,71,55,2605,798
40.0,1324,52,46,34,65,61,2618,800
40.5,1321,49,47,29,68,57,2623,806
41.0,1315,42,41,30,60,58,2645,809
41.5,1311,43,31,28,55,59,2660,813
42.0,1306,42,29,26,49,55,2672,821
42.5,1303,41,27,25,47,49,2680,828
43.0,1300,36,25,25,39,52,2690,833
43.5,1296,35,28,24,32,56,2692,837
44.0,1286,41,24,19,35,51,2702,842
44.5,1284,38,25,19,31,52,2707,844
45.0,1281,36,22,19,29,47,2717,849
45.5,1278,38,19,16,27,44,2723,855
46.0,1276,32,19,18,22,37,2735,861
46.5,1273,28,17,22,23,31,2739,867
47.0,1271,25,17,22,22,26,2746,871
47.5,1271,21,18,24,18,26,2750,872
48.0,1270,15,15,23,22,21,2755,879
48.5,1268,16,12,21,23,20,2758,882
49.0,1267,15,10,21,20,25,2760,882
49.5,1266,13,11,18,22,24,2763,883
50.0,1265,12,8,15,26,21,2769,884
50.5,1263,14,7,14,23,22,2772,885
51.0,1259,17,8,12,19,24,2774,887
51.5,1257,19,7,10,19,24,2776,888
52.0,1256,17,6,8,18,23,2780,892
52.5,1255,15,6,10,15,20,2785,894
53.0,1254,11,5,12,11,16,2793,898
53.5,1252,10,7,13,8,17,2794,899
54.0,1250,11,6,11,9,17,2796,900
54.5,1249,11,4,11,10,16,2798,901
55.0,1247,13,4,10,8,14,2800,904
55.5,1246,12,4,10,9,13,2801,905
56.0,1245,12,4,10,8,11,2802,908
56.5,1245,12,4,9,9,9,2804,908
57.0,1245,10,5,8,9,9,2805,909
57.5,1245,9,6,7,9,8,2806,910
58.0,1244,8,7,7,8,8,2807,911
58.5,1244,8,6,7,6,7,2810,912
59.0,1244,7,6,6,7,5,2812,913
59.5,1244,5,6,6,8,5,2813,913
60.0,1243,6,5,3,8,4,2817,914
60.5,1242,6,6,1,9,4,2818,914
61.0,1240,8,5,1,7,5,2819,915
61.5,1240,7,3,2,7,5,2821,915
62.0,1239,8,3,2,6,4,2821,917
62.5,1239,8,1,1,7,4,2823,917
63.0,1239,4,2,3,7,4,2824,917
63.5,1239,4,2,2,7,5,2824,917
64.0,1239,4,2,2,5,7,2824,917
64.5,1239,4,2,2,5,7,2824,917
65.0,1239,3,3,2,4,5,2825,919
65.5,1239,3,3,2,3,4,2826,920
66.0,1239,2,3,2,3,2,2829,920
66.5,1238,3,3,2,3,2,2829,920
67.0,1238,3,3,2,3,2,2829,920
67.5,1238,2,3,3,2,3,2829,920
68.0,1238,2,2,2,3,2,2830,921
68.5,1238,1,3,2,1,3,2831,921
69.0,1238,0,2,2,2,3,2832,921
69.5,1238,0,2,2,2,2,2832,922
70.0,1238,0,1,1,2,3,2833,922
70.5,1238,0,1,1,2,3,2833,922
71.0,1238,0,1,1,2,2,2834,922
71.5,1238,0,1,1,2,2,2834,922
72.0,1238,0,1,1,1,3,2834,922
72.5,1237,1,1,1,1,2,2835,922
73.0,1237,1,1,1,1,2,2835,922
73.5,1237,1,1,0,2,2,2835,922
74.0,1237,1,1,0,2,2,2835,922
74.5,1237,1,0,0,2,2,2836,922
75.0,1237,1,0,0,2,1,2836,923
75.5,1237,1,0,0,1,1,2836,924
76.0,1237,1,0,0,1,1,2836,924
76.5,1237,1,0,0,1,1,2836,924
77.0,1237,1,0,0,0,1,2837,924
77.5,1237,1,0,0,0,1,2837,924
78.0,1237,1,0,0,0,1,2837,924
78.5,1237,0,1,0,0,1,2837,924
79.0,1237,0,1,0,0,1,2837,924
79.5,1236,1,1,0,0,1,2837,924
80.0,1236,1,1,0,0,1,2837,924
80.5,1236,1,1,0,0,0,2838,924
81.0,1236,1,1,0,0,0,2838,924
81.5,1236,1,0,0,0,0,2839,924
82.0,1236,1,0,0,0,0,2839,924
82.5,1236,1,0,0,0,0,2839,924
83.0,1236,1,0,0,0,0,2839,924
83.5,1236,0,1,0,0,0,2839,924
84.0,1236,0,1,0,0,0,2839,924
84.5,1236,0,1,0,0,0,2839,924
85.0,1236,0,1,0,0,0,2839,924
85.5,1236,0,1,0,0,0,2839,924
86.0,1236,0,1,0,0,0,2839,924
86.5,1236,0,1,0,0,0,2839,924
87.0,1236,0,1,0,0,0,2839,924
87.5,1236,0,0,0,0,0,2840,924
