"time","s","e","a","p","sym","sev","r","d"
0.0,4500,500,0,0,0,0,0,0
0.5,4500,500,0,0,0,0,0,0
1.0,4500,393,53,54,0,0,0,0
1.5,4483,410,53,54,0,0,0,0
2.0,4464,319,96,100,12,0,9,0
2.5,4419,359,99,102,12,0,9,0
3.0,4355,351,113,114,32,3,32,0
3.5,4299,394,120,119,33,3,32,0
4.0,4234,369,142,133,56,8,58,0
4.5,4176,403,151,145,58,8,59,0
5.0,4087,415,157,157,77,16,90,1
5.5,4042,427,170,169,82,16,93,1
6.0,3967,426,169,175,98,27,135,3
6.5,3938,417,180,190,99,30,143,3
7.0,3861,422,191,170,124,44,182,6
7.5,3783,460,201,180,129,45,196,6
8.0,3682,454,214,202,137,56,240,15
8.5,3602,490,217,213,148,58,257,15
9.0,3511,499,208,216,159,69,314,24
9.5,3450,507,222,223,174,70,329,25
10.0,3347,540,205,226,167,77,399,39
10.5,3284,542,213,240,179,78,422,42
11.0,3177,559,225,245,188,68,479,59
11.5,3109,565,234,253,197,78,504,60
12.0,3028,562,235,259,201,85,557,73
12.5,2982,542,245,272,204,95,585,75
13.0,2921,499,254,276,221,94,644,91
13.5,2888,477,256,271,235,97,682,94
14.0,2829,446,257,266,246,114,741,101
14.5,2770,461,250,251,261,115,785,107
15.0,2687,478,238,249,251,132,848,117
15.5,2632,473,249,244,258,142,879,123
16.0,2553,462,253,239,258,146,945,144
16.5,2487,470,246,245,256,152,992,152
17.0,2419,466,224,235,268,155,1059,174
17.5,2375,461,210,239,267,155,1108,185
18.0,2317,438,212,231,272,156,1165,209
18.5,2292,406,229,231,262,171,1189,220
19.0,2226,400,226,224,264,169,1251,240
19.5,2194,376,226,228,259,169,1296,252
20.0,2146,354,224,229,244,170,1356,277
20.5,2119,340,209,222,248,174,1397,291
21.0,2077,322,209,224,239,181,1440,308
21.5,2041,311,212,220,242,175,1481,318
22.0,1995,307,207,203,238,175,1532,343
22.5,1961,305,201,195,243,173,1568,354
23.0,1913,300,199,186,230,171,1621,380
23.5,1888,291,188,183,221,168,1671,390
24.0,1849,278,177,185,201,165,1733,412
24.5,1831,264,175,173,199,167,1765,426
25.0,1792,246,188,166,186,174,1803,445
25.5,1770,242,175,155,189,175,1837,457
26.0,1734,229,157,156,183,162,1892,487
26.5,1722,217,154,151,171,158,1923,504
27.0,1690,201,155,136,171,144,1971,532
27.5,1677,187,146,135,166,141,2006,542
28.0,1654,172,137,120,169,132,2055,561
28.5,1639,167,136,114,167,132,2076,569
29.0,1620,159,126,112,151,128,2116,588
29.5,1604,158,123,102,150,121,2140,602
30.0,1585,143,112,93,159,116,2175,617
30.5,1572,136,103,96,150,115,2198,630
31.0,1544,144,90,86,139,119,2236,642
31.5,1531,146,87,81,132,120,2251,652
32.0,1520,135,69,73,132,116,2282,673
32.5,1512,133,68,71,127,109,2300,680
33.0,1506,120,61,65,120,108,2329,691
33.5,1501,114,61,64,111,108,2342,699
34.0,1487,104,64,70,100,102,2359,714
34.5,1478,103,62,65,95,96,2374,727
35.0,1461,94,68,65,89,87,2393,743
35.5,1450,95,63,65,89,83,2406,749
36.0,1436,91,60,62,83,84,2426,758
36.5,1428,84,65,61,80,82,2438,762
37.0,1415,84,55,60,67,76,2469,774
37.5,1408,79,56,60,68,69,2478,782
38.0,1400,72,55,50,75,58,2495,795
38.5,1390,73,52,49,70,60,2507,799
39.0,1384,71,43,47,64,60,2524,807
39.5,1375,67,42,55,59,60,2530,812
40.0,1365,64,47,49,57,59,2539,820
40.5,1361,61,45,42,59,58,2551,823
41.0,1354,57,44,43,56,51,2565,830
41.5,1348,54,43,41,55,49,2574,836
42.0,1343,50,43,38,52,48,2585,841
42.5,1339,45,41,40,51,45,2594,845
43.0,1331,45,36,36,47,41,2609,855
43.5,1325,47,32,35,46,39,2616,860
44.0,1321,44,28,32,42,35,2628,870
44.5,1320,40,25,30,39,35,2639,872
45.0,1316,35,25,27,37,34,2647,879
45.5,1312,33,25,25,40,33,2650,882
46.0,1306,33,24,23,39,33,2656,886
46.5,1303,33,25,19,35,35,2661,889
47.0,1299,31,21,19,33,34,2672,891
47.5,1298,25,17,22,28,33,2682,895
48.0,1292,27,16,21,26,28,2689,901
48.5,1291,27,16,15,30,27,2690,904
49.0,1289,25,15,17,30,25,2692,907
49.5,1288,25,14,14,29,27,2695,908
50.0,1282,26,14,13,25,26,2702,912
50.5,1281,26,13,12,21,28,2706,913
51.0,1279,21,12,15,16,26,2715,916
51.5,1276,20,13,17,13,22,2718,921
52.0,1272,20,11,16,14,23,2721,923
52.5,1270,19,12,16,14,20,2724,925
53.0,1267,21,11,14,12,18,2730,927
53.5,1265,22,11,11,15,16,2732,928
54.0,1262,22,11,12,12,16,2735,930
54.5,1259,24,10,10,11,16,2737,933
55.0,1259,20,13,8,13,13,2738,936
55.5,1259,18,14,9,11,11,2738,940
56.0,1257,14,14,12,11,11,2740,941
56.5,1256,12,17,12,10,12,2740,941
57.0,1254,12,17,11,11,11,2742,942
57.5,1253,12,12,12,10,9,2748,944
58.0,1252,9,11,10,12,9,2752,945
58.5,1251,8,10,11,12,7,2755,946
59.0,1250,8,9,10,9,7,2759,948
59.5,1250,6,9,11,8,7,2760,949
60.0,1248,5,8,12,6,9,2762,950
60.5,1247,6,6,11,7,8,2765,950
61.0,1245,6,5,11,7,7,2768,951
61.5,1245,6,5,10,7,7,2769,951
62.0,1245,5,3,9,7,6,2772,953
62.5,1245,3,3,9,6,7,2773,954
63.0,1244,2,4,8,4,8,2775,955
63.5,1243,3,4,8,4,7,2775,956
64.0,1243,3,4,6,6,6,2775,957
64.5,1241,5,4,5,6,7,2775,957
65.0,1239,7,4,5,4,8,2775,958
65.5,1239,7,4,4,5,8,2775,958
66.0,1238,8,2,3,5,9,2777,958
66.5,1238,7,2,3,4,9,2778,959
67.0,1238,5,2,3,4,6,2781,961
67.5,1238,4,2,4,2,7,2782,961
68.0,1238,4,2,3,2,8,2782,961
68.5,1238,4,2,2,3,8,2782,961
69.0,1236,6,1,2,1,9,2784,961
69.5,1236,5,1,3,1,8,2784,962
70.0,1236,4,2,2,2,6,2784,964
70.5,1235,5,1,1,3,5,2785,965
71.0,1234,4,2,2,3,3,2786,966
71.5,1233,4,3,2,3,2,2786,967
72.0,1233,3,4,2,3,2,2786,967
72.5,1233,3,4,2,3,2,2786,967
73.0,1233,3,2,2,3,0,2790,967
73.5,1232,4,2,2,3,0,2790,967
74.0,1231,4,3,1,4,0,2790,967
74.5,1231,4,3,1,3,1,2790,967
75.0,1231,4,1,1,3,1,2792,967
75.5,1231,4,0,1,2,2,2793,967
76.0,1231,3,0,2,2,2,2793,967
76.5,1231,3,0,1,3,2,2793,967
77.0,1231,2,0,1,2,4,2793,967
77.5,1231,2,0,1,2,4,2793,967
78.0,1231,2,0,1,2,4,2793,967
78.5,1231,1,0,2,2,4,2793,967
79.0,1231,1,0,2,1,4,2794,967
79.5,1231,0,0,2,2,4,2794,967
80.0,1231,0,0,2,2,4,2794,967
80.5,1231,0,0,1,3,3,2794,968
81.0,1231,0,0,1,3,2,2794,969
81.5,1231,0,0,1,2,2,2795,969
82.0,1230,1,0,1,2,2,2795,969
82.5,1230,1,0,1,2,1,2795,970
83.0,1230,0,1,0,3,0,2795,971
83.5,1230,0,1,0,3,0,2795,971
84.0,1230,0,0,0,3,0,2796,971
84.5,1230,0,0,0,2,1,2796,971
85.0,1230,0,0,0,2,1,2796,971
85.5,1230,0,0,0,2,0,2796,972
86.0,1230,0,0,0,1,1,2796,972
86.5,1230,0,0,0,1,1,2796,972
87.0,1230,0,0,0,1,0,2796,973
87.5,1230,0,0,0,0,1,2796,973
88.0,1230,0,0,0,0,1,2796,973
88.5,1230,0,0,0,0,1,2796,973
89.0,1230,0,0,0,0,1,2796,973
89.5,1230,0,0,0,0,1,2796,973
90.0,1230,0,0,0,0,1,2796,973
90.5,1230,0,0,0,0,1,2796,973
91.0,1230,0,0,0,0,1,2796,973
91.5,1230,0,0,0,0,0,2797,973
